id,name,code,period,department,employee,last_update,ehd_update,filename
273992,11111110100240200001 Число торговых мест на рынке,11111110100240200001,2010 - 2020,,,2021-12-04T20:07:12+00:00,2020-11-10T22:06:15+00:00,11111110100240200001_Число_торговых_мест_на_рынке.csv
275862,11111110100350200001 Наличие основных строительных машин в строительных организациях,11111110100350200001,2005 - 2020,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Елисеева М.А.,2021-04-23T04:23:34+00:00,2021-04-19T06:47:57+00:00,11111110100350200001_Наличие_основных_строительных_машин_в_строительных_организациях.csv
273976,11111110100430200001 Количество персональных компьютеров,11111110100430200001,2009 - 2020,"Управление статистики образования, науки и инноваций",Кукушкина Н.А.,2021-10-29T03:08:13+00:00,2021-10-15T15:24:03+00:00,11111110100430200001_Количество_персональных_компьютеров.csv
278914,"11111110100540200001 Число торговых мест, закрепленных за хозяйствующими субъектами",11111110100540200001,2010 - 2020,,,2021-12-04T20:21:33+00:00,2020-11-10T22:06:15+00:00,"11111110100540200001_Число_торговых_мест,_закрепленных_за_хозяйствующими_субъектами.csv"
273636,11111110100560200001 Площадь торгового зала объектов розничной торговли,11111110100560200001,2011 - 2019,,,2020-09-24T08:59:04+00:00,2020-09-23T22:05:36+00:00,11111110100560200001_Площадь_торгового_зала_объектов_розничной_торговли.csv
273738,11111110100570200001 Площадь зала обслуживания посетителей в объектах общественного питания,11111110100570200001,2011 - 2019,,,2020-09-24T09:04:06+00:00,2020-09-23T22:11:33+00:00,11111110100570200001_Площадь_зала_обслуживания_посетителей_в_объектах_общественного_питания.csv
273728,11111110100580200001 Количество мест в объектах  общественного питания,11111110100580200001,2011 - 2019,,,2020-09-24T09:04:06+00:00,2020-09-23T22:11:33+00:00,11111110100580200001_Количество_мест_в_объектах__общественного_питания.csv
273634,11111110100680200001 Количество объектов розничной торговли,11111110100680200001,2011 - 2019,,,2021-12-30T06:06:08+00:00,2020-09-23T22:05:36+00:00,11111110100680200001_Количество_объектов_розничной_торговли.csv
273726,11111110100680200002 Количество объектов  общественного питания,11111110100680200002,2011 - 2019,,,2021-12-30T06:40:21+00:00,2020-09-23T22:11:33+00:00,11111110100680200002_Количество_объектов__общественного_питания.csv
277262,"11111110101380200002 Количество автозаправочных станций (АЗС), расположенных на автомобильных дорогах общего пользования",11111110101380200002,2013 - 2020,,,2022-01-28T12:50:38+00:00,2021-06-17T04:31:07+00:00,"11111110101380200002_Количество_автозаправочных_станций_(АЗС),_расположенных_на_автомобильных_дорога.csv"
273638,11111110101440200001 Обеспеченность населения торговыми площадями современных форматов,11111110101440200001,2011 - 2020,,,2021-10-10T17:01:13+00:00,2021-09-08T09:10:53+00:00,11111110101440200001_Обеспеченность_населения_торговыми_площадями_современных_форматов.csv
278648,11111110200010200007 Наличие основных фондов  по полной учетной стоимости,11111110200010200007,2010 - 2016,Управление статистики цен и финансов,Курляндская М. В.,2022-04-03T17:40:04+00:00,2017-06-25T03:31:08+00:00,11111110200010200007_Наличие_основных_фондов__по_полной_учетной_стоимости.csv
276678,11111110200010200012 Наличие основных фондов по полной учетной стоимости в сельскохозяйственных потребкооперативах,11111110200010200012,2007 - 2017,Управление статистики торговли и услуг,Тиванова Т.С.,2022-04-03T18:23:02+00:00,2019-04-28T21:46:36+00:00,11111110200010200012_Наличие_основных_фондов_по_полной_учетной_стоимости_в_сельскохозяйственных_потр.csv
279776,11111110200010200013 Наличие основных средств по полной учетной стоимости юридических лиц - субъектов малого и среднего предпринимательства по данным Сплошного наблюдения МСП,11111110200010200013,2010 - 2015,Управление статистики предприятий,Османова Э.М.,2022-04-03T18:23:02+00:00,2019-04-27T00:11:48+00:00,11111110200010200013_Наличие_основных_средств_по_полной_учетной_стоимости_юридических_лиц_-_субъекто.csv
274384,11111110200300200001 Текущая рыночная стоимость жилых зданий,11111110200300200001,2011 - 2019,Управление национальных счетов,Кожина В.Н.,2021-12-06T16:17:58+00:00,2021-11-23T06:47:25+00:00,11111110200300200001_Текущая_рыночная_стоимость_жилых_зданий.csv
277202,11111110200330200001 Текущая рыночная стоимость основного капитала на конец года,11111110200330200001,2011 - 2016,Управление национальных счетов,Яковлева С. А.,2020-07-15T18:32:21+00:00,2019-11-12T13:02:26+00:00,"2016_г_,_11111110200330200001_Текущая_рыночная_стоимость_основного_капитала_на_конец_года.csv"
273994,"11111110300060200001 Процент фактического использования торговых мест по всем рынкам, в том числе разной специализации",11111110300060200001,2010 - 2020,,,2020-12-19T22:23:54+00:00,2020-11-10T22:06:15+00:00,"11111110300060200001_Процент_фактического_использования_торговых_мест_по_всем_рынкам,_в_том_числе_ра.csv"
275734,11111120200630200001 Номинальная холдинговая прибыль (убыток),11111120200630200001,2011 - 2019,,,2021-05-16T00:49:35+00:00,2021-05-13T13:07:35+00:00,11111120200630200001_Номинальная_холдинговая_прибыль_(убыток).csv
275678,11111120200640200001 Нейтральная холдинговая прибыль (убыток),11111120200640200001,2011 - 2019,,,2021-05-16T00:49:35+00:00,2021-05-13T15:07:19+00:00,11111120200640200001_Нейтральная_холдинговая_прибыль_(убыток).csv
275680,11111120200650200001 Реальная холдинговая прибыль (убыток),11111120200650200001,2011 - 2019,,,2021-05-16T00:49:35+00:00,2021-05-13T12:51:11+00:00,11111120200650200001_Реальная_холдинговая_прибыль_(убыток).csv
275682,"11111120200660200001 Изменения в объеме активов, не связанные с операциями и изменением цен",11111120200660200001,2011 - 2019,,,2021-05-16T00:49:35+00:00,2021-05-13T13:07:35+00:00,"11111120200660200001_Изменения_в_объеме_активов,_не_связанные_с_операциями_и_изменением_цен.csv"
278042,"11111131100050200001 Среднегодовая мощность, действовавшая в отчетном году, с  2017 г. ( в соответствии с ОКПД2)",11111131100050200001,2017 - 2020,,,2021-10-12T12:23:38+00:00,2021-09-28T05:27:26+00:00,
278320,"11111131100050200002 Среднегодовая мощность предприятия, действовавшая в отчетном году (по 2009 год)",11111131100050200002,1992 - 2009,,,2019-07-01T08:42:01+00:00,2019-04-19T17:30:36+00:00,"11111131100050200002_Среднегодовая_мощность_предприятия,_действовавшая_в_отчетном_году_(по_2009_год).csv"
273270,"11111131100050200003 Среднегодовая мощность предприятий, действовавшая в отчетном году (с  2010 по  2016 годы)",11111131100050200003,2010 - 2016,,,2019-07-01T08:42:01+00:00,2019-04-26T22:08:03+00:00,"11111131100050200003_Среднегодовая_мощность_предприятий,_действовавшая_в_отчетном_году_(с__2010_по__.csv"
273252,11111131100080200001 Среднегодовая мощность производства (потребления) химикатов,11111131100080200001,2010 - 2019,Управление статистики торговли и услуг,Нефедова Е.Г.,2021-02-03T05:03:53+00:00,,11111131100080200001_Среднегодовая_мощность_производства_(потребления)_химикатов.csv
276336,11111131100150200001 Установленная производственная мощность насосных станций 1 подъема,11111131100150200001,2015 - 2018,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Казакова А.В.,2019-05-11T02:21:12+00:00,2019-05-08T20:09:10+00:00,11111131100150200001_Установленная_производственная_мощность_насосных_станций_1_подъема.csv
279178,11111131100160200001 Установленная производственная мощность очистных сооружений,11111131100160200001,2000 - 2018,,,2020-09-26T04:34:55+00:00,2020-09-24T09:33:05+00:00,11111131100160200001_Установленная_производственная_мощность_очистных_сооружений.csv
279176,11111131100170200001 Установленная производственная мощность водопровода,11111131100170200001,2000 - 2018,,,2021-02-15T11:43:19+00:00,2021-02-09T23:02:49+00:00,11111131100170200001_Установленная_производственная_мощность_водопровода.csv
276672,11111131100180200001 Мощность сооружений по обработке осадка (1-канализация),11111131100180200001,2000 - 2018,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2020-09-26T04:46:14+00:00,2020-09-24T09:15:13+00:00,11111131100180200001_Мощность_сооружений_по_обработке_осадка_(1-канализация).csv
276350,11111131100190200001 Площадь иловых площадок,11111131100190200001,2015 - 2018,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2019-05-11T02:28:33+00:00,2019-05-08T20:12:18+00:00,11111131100190200001_Площадь_иловых_площадок.csv
276352,11111131100200200001 Количество образованного осадка,11111131100200200001,2015 - 2018,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2019-06-11T12:12:27+00:00,2019-06-02T01:35:32+00:00,11111131100200200001_Количество_образованного_осадка.csv
276354,11111131100210200001 Количество утилизированного осадка,11111131100210200001,2015 - 2018,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2019-05-17T03:31:03+00:00,2019-05-13T15:24:42+00:00,11111131100210200001_Количество_утилизированного_осадка.csv
279314,11111131100220200001 Суммарная мощность  источников теплоснабжения,11111131100220200001,2000 - 2019,,,2022-04-02T02:41:49+00:00,2022-03-29T05:22:17+00:00,11111131100220200001_Суммарная_мощность__источников_теплоснабжения.csv
279190,11111131100230200001 Наличие энергетических мощностей в сельскохозяйственных организациях,11111131100230200001,1990 - 2019,Управление статистики сельского хозяйства и окружающей природной среды,Федосов А.В.,2020-04-15T13:39:36+00:00,2020-04-13T23:14:01+00:00,11111131100230200001_Наличие_энергетических_мощностей_в_сельскохозяйственных_организациях.csv
279186,11111131100250200001 Энергетические мощности в расчете на одного работника,11111131100250200001,1990 - 2019,Управление статистики сельского хозяйства и окружающей природной среды,Федосов А.В.,2021-05-14T05:13:27+00:00,2021-05-13T13:07:35+00:00,11111131100250200001_Энергетические_мощности_в_расчете_на_одного_работника.csv
279188,11111131100260200001 Энергетические мощности на 100 га посевной площади,11111131100260200001,1990 - 2019,Управление статистики сельского хозяйства и окружающей природной среды,Федосов А.В.,2020-04-15T13:30:13+00:00,2020-04-13T23:16:55+00:00,11111131100260200001_Энергетические_мощности_на_100_га_посевной_площади.csv
279272,11111131100270200001 Установленная мощность канализационных насосных станций  (1-канализация),11111131100270200001,2005 - 2018,,,2020-09-26T04:34:55+00:00,2020-09-24T09:21:38+00:00,11111131100270200001_Установленная_мощность_канализационных_насосных_станций__(1-канализация).csv
276338,11111131100280200001 Установленная производственная мощность насосных станций 2 подъема,11111131100280200001,2015 - 2018,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2019-06-11T12:12:27+00:00,2019-06-02T01:35:32+00:00,11111131100280200001_Установленная_производственная_мощность_насосных_станций_2_подъема.csv
279957,11111131100300200002 Установленная пропускная способность очистных сооружений,11111131100300200002,2015 - 2018,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2020-09-26T04:46:14+00:00,2020-09-24T09:24:50+00:00,11111131100300200002_Установленная_пропускная_способность_очистных_сооружений.csv
276348,11111131200020200001 Сpеднегодовая стоимость пpоизводственных мощностей водопpоводов и водопpоводных сетей (балансовая и арендованная),11111131200020200001,2015 - 2018,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2019-06-03T17:48:12+00:00,2019-05-26T17:22:44+00:00,11111131200020200001_Сpеднегодовая_стоимость_пpоизводственных_мощностей_водопpоводов_и_водопpоводных.csv
276356,11111131200030200001 Сpеднегодовая стоимость пpоизводственных мощностей канализаций и канализационных сетей (балансовая и арендованная),11111131200030200001,2015 - 2018,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2019-05-11T02:28:33+00:00,2019-05-08T20:08:13+00:00,11111131200030200001_Сpеднегодовая_стоимость_пpоизводственных_мощностей_канализаций_и_канализационны.csv
276516,11111131200040200001 Сpеднегодовая балансовая стоимость pоизводственных мощностей (включая  арендованные) источников теплоснабжения,11111131200040200001,2015 - 2019,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2022-03-28T12:50:02+00:00,2022-03-26T05:30:37+00:00,11111131200040200001_Сpеднегодовая_балансовая_стоимость_pоизводственных_мощностей_(включая__арендова.csv
278044,"11111131300010200001 Уровень использования среднегодовой производственной мощности , с 2017 г. ( в соответствии с ОКПД2)",11111131300010200001,2017 - 2020,,,2021-10-09T06:38:06+00:00,2021-09-28T05:09:42+00:00,"11111131300010200001_Уровень_использования_среднегодовой_производственной_мощности_,_с_2017_г__(_в_с.csv"
278322,11111131300010200002 Уровень использования среднегодовой мощности в отчетном году (по 2009 год),11111131300010200002,1992 - 2009,,,2019-04-22T18:12:24+00:00,2019-04-19T17:30:36+00:00,11111131300010200002_Уровень_использования_среднегодовой_мощности_в_отчетном_году_(по_2009_год).csv
273268,11111131300010200003 Уровень использования среднегодовой мощности в отчетном году (с  2010 по 2016 годы),11111131300010200003,2010 - 2016,,,2020-02-24T04:42:03+00:00,2020-02-14T16:37:18+00:00,11111131300010200003_Уровень_использования_среднегодовой_мощности_в_отчетном_году_(с__2010_по_2016_г.csv
277156,11111131300050200001 Удельный вес котельных мощностью до 3 Гигакал/ч во всей суммарной мощности всех котельных,11111131300050200001,2015 - 2018,,,2019-12-07T11:38:08+00:00,2019-12-05T22:35:03+00:00,11111131300050200001_Удельный_вес_котельных_мощностью_до_3_Гигакал_ч_во_всей_суммарной_мощности_всех.csv
277286,"11111131300050200002 Удельный вес семей, пользующихся субсидиями, в общем числе семей",11111131300050200002,2015 - 2017,,,2019-03-27T01:08:10+00:00,2019-03-04T15:31:34+00:00,"11111131300050200002_Удельный_вес_семей,_пользующихся_субсидиями,_в_общем_числе_семей.csv"
275854,11111132100050200001 Число телефонных  аппаратов (включая таксофоны),11111132100050200001,1970 - 2018,"Управление статистики образования, науки и инноваций",Шибаев О.Д.,2019-08-24T04:40:07+00:00,2019-08-23T21:21:18+00:00,11111132100050200001_Число_телефонных__аппаратов_(включая_таксофоны).csv
275298,11111132100100200001 Число квартирных телефонных  аппаратов сети общего пользования,11111132100100200001,1985 - 2018,"Управление статистики образования, науки и инноваций",Шибаев О.Д.,2019-09-20T10:51:19+00:00,2019-09-19T22:14:51+00:00,11111132100100200001_Число_квартирных_телефонных__аппаратов_сети_общего_пользования.csv
275856,11111132100120200001 Число подключенных терминалов сотовой подвижной связи,11111132100120200001,1999 - 2018,"Управление статистики образования, науки и инноваций",Шибаев О.Д.,2019-09-20T03:44:25+00:00,2019-09-20T00:24:18+00:00,11111132100120200001_Число_подключенных_терминалов_сотовой_подвижной_связи.csv
277200,11111132100220200001 Число абонентских устройств подвижной радиотелефонной (сотовой) связи на 1000 человек населения,11111132100220200001,1999 - 2018,"Управление статистики образования, науки и инноваций",Шибаев О.Д.,2019-09-20T11:26:36+00:00,2019-09-19T23:12:47+00:00,11111132100220200001_Число_абонентских_устройств_подвижной_радиотелефонной_(сотовой)_связи_на_1000_ч.csv
279418,11111133100010200001 Число номеров в санаторно-курортных организациях,11111133100010200001,2002 - 2019,,,2020-06-28T00:40:07+00:00,2020-06-23T22:43:26+00:00,11111133100010200001_Число_номеров_в_санаторно-курортных_организациях.csv
273640,11111133100010200002 Число номеров в коллективных средствах размещения,11111133100010200002,2002 - 2019,,,2020-06-28T00:40:07+00:00,2020-06-23T00:14:30+00:00,11111133100010200002_Число_номеров_в_коллективных_средствах_размещения.csv
274554,11111133100010200003 Число номеров в специализированных средствах размещения,11111133100010200003,2002 - 2019,Управление международной статистики,Самохина С.В.,2020-06-28T00:40:07+00:00,2020-06-25T22:52:32+00:00,11111133100010200003_Число_номеров_в_специализированных_средствах_размещения.csv
274568,11111133100010200004 Число номеров в гостиницах и аналогичных средствах размещения,11111133100010200004,2000 - 2019,Управление международной статистики,Самохина С.В.,2020-06-28T00:40:07+00:00,2020-06-23T03:12:09+00:00,11111133100010200004_Число_номеров_в_гостиницах_и_аналогичных_средствах_размещения.csv
274564,11111133100020200001 Число мест в специализированных средствах размещения (до 2000 г. - в тыс.ед.),11111133100020200001,1990 - 2020,Управление международной статистики,Самохина С.В.,2022-01-12T21:20:25+00:00,2021-03-20T23:02:31+00:00,11111133100020200001_Число_мест_в_специализированных_средствах_размещения_(до_2000_г__-_в_тыс_ед_).csv
274570,11111133100020200002 Число мест в гостиницах и аналогичных средствах размещения,11111133100020200002,2000 - 2020,Управление международной статистики,Самохина С.В.,2022-01-12T21:20:25+00:00,2021-03-20T23:02:31+00:00,11111133100020200002_Число_мест_в_гостиницах_и_аналогичных_средствах_размещения.csv
279981,11111133100020200005 Число мест в коллективных средствах размещения,11111133100020200005,2002 - 2020,Управление международной статистики,Самохина С.В.,2022-01-12T21:20:25+00:00,2021-03-20T23:02:31+00:00,11111133100020200005_Число_мест_в_коллективных_средствах_размещения.csv
279999,11111133100020200006 Число мест в санаторно-курортных организациях,11111133100020200006,2002 - 2020,Управление международной статистики,Самохина С.В.,2022-01-12T21:20:25+00:00,2021-03-20T23:02:31+00:00,11111133100020200006_Число_мест_в_санаторно-курортных_организациях.csv
273722,11111133100100200001 Площадь номерного фонда коллективных средств размещения,11111133100100200001,2013 - 2019,,,2020-06-27T22:34:57+00:00,2020-06-22T22:58:46+00:00,11111133100100200001_Площадь_номерного_фонда_коллективных_средств_размещения.csv
273276,11111140100390200001 Установленная электрическая мощность электростанций,11111140100390200001,2008 - 2020,,,2021-12-04T21:10:38+00:00,2021-11-23T06:43:35+00:00,11111140100390200001_Установленная_электрическая_мощность_электростанций.csv
277912,"11111140100410200001 Общий объем максимальной мощности, указанный в заявках для технологического присоединения к объектам электросетевого хозяйства с 2017 года",11111140100410200001,2017 - 2018,,,2019-07-15T15:54:23+00:00,2019-07-15T07:35:36+00:00,"11111140100410200001_Общий_объем_максимальной_мощности,_указанный_в_заявках_для_технологического_при.csv"
278480,"11111140100410200002 Общий объем максимальной мощности, указанный в заявках для технологического присоединения к объектам электросетевого хозяйства (по 2016 г.)",11111140100410200002,2012 - 2017,,,2018-11-27T12:50:57+00:00,2018-07-07T16:12:21+00:00,"2017_г_,_11111140100410200002_Общий_объем_максимальной_мощности,_указанный_в_заявках_для_технологиче.csv"
277914,11111140100440200001 Количество  заключенных договоров на технологическое присоединение к объектам электросетевого хозяйства с 2017 года,11111140100440200001,2017 - 2018,,,2019-07-15T15:54:23+00:00,2019-07-15T08:17:23+00:00,11111140100440200001_Количество__заключенных_договоров_на_технологическое_присоединение_к_объектам_э.csv
278482,11111140100440200002 Количество  заключенных договоров на технологическое присоединение к объектам электросетевого хозяйства  (по 2016 г.),11111140100440200002,2012 - 2017,,,2018-11-27T12:58:42+00:00,2018-07-07T15:38:23+00:00,"2017_г_,_11111140100440200002_Количество__заключенных_договоров_на_технологическое_присоединение_к_о.csv"
278498,11111140100440200003 Количество удовлетворенных заявок на подключение к энергоснабжению (с 2009 по 2011 гг. вкл.),11111140100440200003,2009 - 2011,,,2018-11-28T08:45:11+00:00,,11111140100440200003_Количество_удовлетворенных_заявок_на_подключение_к_энергоснабжению_(с_2009_по_2.csv
277916,11111140100450200001 Общий объем присоединенной (максимальной) мощности по заключенным договорам на технологическое присоединение к электрическим сетям с 2017 года,11111140100450200001,2017 - 2018,,,2019-07-15T16:02:58+00:00,2019-07-15T08:00:11+00:00,11111140100450200001_Общий_объем_присоединенной_(максимальной)_мощности_по_заключенным_договорам_на_.csv
278484,11111140100450200002 Общий объем присоединенной (максимальной) мощности по заключенным договорам на технологическое присоединение к электрическим сетям  (по 2016 г.),11111140100450200002,2012 - 2017,,,2018-11-27T12:58:42+00:00,2018-07-07T16:14:28+00:00,"2017_г_,_11111140100450200002_Общий_объем_присоединенной_(максимальной)_мощности_по_заключенным_дого.csv"
277918,"11111140100460200001 Количество заявок, поданных потребителями для технологического присоединения к объектам электросетевого хозяйства с 2017 года",11111140100460200001,2017 - 2018,,,2019-07-15T16:02:58+00:00,2019-07-15T08:17:23+00:00,"11111140100460200001_Количество_заявок,_поданных_потребителями_для_технологического_присоединения_к_.csv"
278478,"11111140100460200002 Количество заявок, поданных потребителями для технологического присоединения к объектам электросетевого хозяйства  (по 2016 г.)",11111140100460200002,2012 - 2017,,,2018-11-27T12:50:57+00:00,2018-07-07T15:36:09+00:00,"2017_г_,_11111140100460200002_Количество_заявок,_поданных_потребителями_для_технологического_присоед.csv"
277920,11111140100470200001 Количество фактических подключений к объектам электросетевого хозяйства с 2017 года,11111140100470200001,2017 - 2018,,,2019-07-15T16:02:58+00:00,2019-07-15T08:35:16+00:00,11111140100470200001_Количество_фактических_подключений_к_объектам_электросетевого_хозяйства_с_2017_.csv
278486,11111140100470200002 Количество фактических подключений к объектам электросетевого хозяйства  (по 2016 г.),11111140100470200002,2012 - 2017,,,2018-11-27T12:58:42+00:00,2018-07-07T16:16:36+00:00,"2017_г_,_11111140100470200002_Количество_фактических_подключений_к_объектам_электросетевого_хозяйств.csv"
277922,11111140100480200001 Общий объем фактически присоединенной (максимальной) мощности  к объектам электросетевого хозяйства с 2017 года,11111140100480200001,2017 - 2018,,,2019-07-15T16:02:58+00:00,2019-07-15T08:00:11+00:00,11111140100480200001_Общий_объем_фактически_присоединенной_(максимальной)_мощности__к_объектам_элект.csv
278488,11111140100480200002 Общий объем фактически присоединенной (максимальной) мощности  к объектам электросетевого хозяйства  (по 2016 г.),11111140100480200002,2012 - 2017,,,2018-11-27T12:58:42+00:00,2018-07-07T16:18:43+00:00,"2017_г_,_11111140100480200002_Общий_объем_фактически_присоединенной_(максимальной)_мощности__к_объек.csv"
277924,11111140100490200001 Общее количество дней по исполнению заявок по присоединенной мощности к объектам электросетевого хозяйства с 2017 года,11111140100490200001,2017 - 2018,,,2019-07-15T16:02:58+00:00,2019-07-15T08:20:19+00:00,11111140100490200001_Общее_количество_дней_по_исполнению_заявок_по_присоединенной_мощности_к_объекта.csv
278490,11111140100490200002 Общее количество дней по исполнению заявок по присоединенной мощности к объектам электросетевого хозяйства  (по 2016 г.),11111140100490200002,2012 - 2017,,,2018-11-28T08:41:04+00:00,2018-07-07T15:40:33+00:00,"2017_г_,_11111140100490200002_Общее_количество_дней_по_исполнению_заявок_по_присоединенной_мощности_.csv"
278504,"11111140100550200001 Мощность генерирующих объектов, функционирующих на основе использования возобновляемых источников энергии (без учета гидроэлектростанций установленной мощностью свыше 25 Мвт) (с 2013 года)",11111140100550200001,2013 - 2020,,,2021-05-29T04:48:56+00:00,2021-05-28T20:17:53+00:00,"11111140100550200001_Мощность_генерирующих_объектов,_функционирующих_на_основе_использования_возобно.csv"
278500,11111140300010200001 Снижение уровня потерь электрической энергии в сетях (процентов от общего объема отпуска электроэнергии),11111140300010200001,2009 - 2019,,,2020-06-18T14:09:38+00:00,2020-06-08T22:50:19+00:00,11111140300010200001_Снижение_уровня_потерь_электрической_энергии_в_сетях_(процентов_от_общего_объем.csv
279937,11111150100060200002 Протяженность канализационных сетей  (1-канализация),11111150100060200002,2005 - 2018,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2021-02-15T11:49:41+00:00,2021-02-09T23:02:49+00:00,11111150100060200002_Протяженность_канализационных_сетей__(1-канализация).csv
279296,11111150100070200001 Протяженность тепловых и паровых сетей в двухтрубном исчислении,11111150100070200001,2000 - 2019,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2022-04-02T03:28:13+00:00,2022-03-29T05:13:06+00:00,11111150100070200001_Протяженность_тепловых_и_паровых_сетей_в_двухтрубном_исчислении.csv
279298,"11111150100080200001 Протяженность тепловых и паровых сетей в двухтрубном исчислении, нуждающих ся в замене",11111150100080200001,2000 - 2019,,,2022-04-02T03:28:13+00:00,2022-03-29T05:22:17+00:00,"11111150100080200001_Протяженность_тепловых_и_паровых_сетей_в_двухтрубном_исчислении,_нуждающих_ся_в.csv"
273834,"11111150100170200001 Протяженность автомобильных дорог общего пользования местного значения, находящихся в собственности муниципальных образований",11111150100170200001,2009 - 2019,,,2021-05-27T11:40:52+00:00,2021-05-26T14:12:28+00:00,"11111150100170200001_Протяженность_автомобильных_дорог_общего_пользования_местного_значения,_находящ.csv"
277184,11111150100310200001 Эксплуатационная длина железнодорожных путей общего пользования,11111150100310200001,2000 - 2020,,,2021-06-14T02:20:09+00:00,2021-06-09T04:29:06+00:00,11111150100310200001_Эксплуатационная_длина_железнодорожных_путей_общего_пользования.csv
277258,11111150100310200002 Плотность железнодорожных путей общего пользования километров путей на 10000 квадратных километров территории,11111150100310200002,1990 - 2020,,,2021-06-13T22:25:56+00:00,2021-06-09T04:22:17+00:00,11111150100310200002_Плотность_железнодорожных_путей_общего_пользования_километров_путей_на_10000_кв.csv
277126,11111150100320200001 Плотность автомобильных дорог с твердым покрытием общего пользования на 1000 кв. км территории (по 2013 г.),11111150100320200001,1970 - 2019,,,2020-06-18T22:35:20+00:00,2020-06-11T21:49:03+00:00,11111150100320200001_Плотность_автомобильных_дорог_с_твердым_покрытием_общего_пользования_на_1000_кв.csv
276518,"11111150100450200001 Пpотяженность ветхих тепловых и паpовых сетей в двухтpубном исчислении, нуждающихся в замене",11111150100450200001,2015 - 2019,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2022-03-29T00:44:56+00:00,2022-03-26T05:37:19+00:00,"11111150100450200001_Пpотяженность_ветхих_тепловых_и_паpовых_сетей_в_двухтpубном_исчислении,_нуждающ.csv"
279288,11111150100460200001 Заменено тепловых и паровых сетей в двухтрубном исчислении,11111150100460200001,2005 - 2019,,,2022-03-29T10:57:53+00:00,2022-03-26T05:37:19+00:00,11111150100460200001_Заменено_тепловых_и_паровых_сетей_в_двухтрубном_исчислении.csv
276520,11111150100470200001 Заменено ветхих тепловых и паpовых сетей в двухтpубном исчислении,11111150100470200001,2015 - 2019,"Управление статистики строительства, инвестиций и жилищно-коммунального хозяйства",Шадрин А.М.,2022-03-29T10:57:53+00:00,2022-03-26T05:30:37+00:00,11111150100470200001_Заменено_ветхих_тепловых_и_паpовых_сетей_в_двухтpубном_исчислении.csv
273562,11111150100550200001 Затраты на охрану окружающей среды в процентах к ВВП,11111150100550200001,2014 - 2020,Управление статистики сельского хозяйства и окружающей природной среды,Абрамова А.В.,2021-09-06T01:50:44+00:00,2021-09-01T04:33:22+00:00,11111150100550200001_Затраты_на_охрану_окружающей_среды_в_процентах_к_ВВП.csv
277010,11111150100920200001 Индексы физического объема валового внутреннего продукта в рыночных ценах на душу на селения в соответствии с методологией СНС 2008,11111150100920200001,2011 - 2021,,,2022-02-25T23:05:01+00:00,2022-02-22T07:19:24+00:00,11111150100920200001_Индексы_физического_объема_валового_внутреннего_продукта_в_рыночных_ценах_на_ду.csv
273754,11111150101090200001 Протяженность путей сообщения (на конец года),11111150101090200001,1995 - 2020,,,2021-05-29T05:02:49+00:00,2021-05-28T20:06:52+00:00,11111150101090200001_Протяженность_путей_сообщения_(на_конец_года).csv
273756,11111150101100200001 Протяженность автомобильных дорог общего пользования,11111150101100200001,1990 - 2020,,,2021-06-17T07:46:52+00:00,2021-06-16T05:50:34+00:00,11111150101100200001_Протяженность_автомобильных_дорог_общего_пользования.csv
273758,11111150101100200002 Автомобильные дороги общего пользования с твердым покрытием,11111150101100200002,1990 - 2020,,,2021-06-17T07:46:52+00:00,2021-06-16T05:38:50+00:00,11111150101100200002_Автомобильные_дороги_общего_пользования_с_твердым_покрытием.csv
279168,11111150101110200001 Протяженность водопроводных сетей,11111150101110200001,2005 - 2018,,,2021-05-21T07:10:45+00:00,2021-05-20T04:31:00+00:00,11111150101110200001_Протяженность_водопроводных_сетей.csv
277142,11111150101140200001 Протяженность автомобильных дорог общего пользования с усовершенствованным покрытием,11111150101140200001,2006 - 2020,,,2021-06-19T04:44:51+00:00,2021-06-17T04:31:07+00:00,11111150101140200001_Протяженность_автомобильных_дорог_общего_пользования_с_усовершенствованным_покр.csv
