Год;Федеральный округ;Регион;Пол новорожденного;Количество детей, чел. ;Средний рост новорожденных детей, см.;Средний вес новорожденных детей, кг.;
2017;Центральный Федеральный округ;Липецкая область;М;6129,0;52,34;3,45;
2017;Центральный Федеральный округ;Москва;Ж;53244,0;51,01;3,29;
2017;Центральный Федеральный округ;Москва;М;58043,0;51,71;3,43;
2017;Центральный Федеральный округ;Московская область;Ж;34093,0;51,32;3,26;
2017;Центральный Федеральный округ;Московская область;М;36758,0;51,99;3,4;
2017;Центральный Федеральный округ;Орловская область;Ж;3547,0;51,6;3,23;
2017;Центральный Федеральный округ;Орловская область;М;3643,0;52,3;3,36;
2017;Центральный Федеральный округ;Рязанская область;Ж;5198,0;52,12;3,24;
2017;Центральный Федеральный округ;Рязанская область;М;5557,0;52,78;3,37;
2017;Центральный Федеральный округ;Смоленская область;Ж;4235,0;51,52;3,25;
2017;Центральный Федеральный округ;Смоленская область;М;4469,0;52,33;3,4;
2017;Центральный Федеральный округ;Тамбовская область;Ж;4106,0;50,88;3,2;
2017;Центральный Федеральный округ;Тамбовская область;М;4472,0;51,57;3,33;
2017;Центральный Федеральный округ;Тверская область;Ж;5885,0;51,49;3,24;
2017;Центральный Федеральный округ;Тверская область;М;6379,0;52,13;3,37;
2017;Центральный Федеральный округ;Тульская область;Ж;6386,0;51,69;3,25;
2017;Центральный Федеральный округ;Тульская область;М;6682,0;52,37;3,38;
2017;Центральный Федеральный округ;Ярославская область;Ж;6314,0;50,92;3,28;
2017;Центральный Федеральный округ;Ярославская область;М;6791,0;51,58;3,41;
2017;Южный Федеральный округ;Астраханская область;Ж;5878,0;51,64;3,25;
2017;Южный Федеральный округ;Астраханская область;М;6392,0;52,24;3,36;
2017;Южный Федеральный округ;Волгоградская область;Ж;12201,0;52,22;3,25;
2017;Южный Федеральный округ;Волгоградская область;М;13212,0;52,92;3,38;
2017;Южный Федеральный округ;Краснодарский край;Ж;32343,0;52,04;3,27;
2017;Южный Федеральный округ;Краснодарский край;М;34558,0;52,8;3,41;
2017;Южный Федеральный округ;Республика Адыгея;Ж;2054,0;51,21;3,26;
2017;Южный Федеральный округ;Республика Адыгея;М;2112,0;51,96;3,39;
2017;Южный Федеральный округ;Республика Калмыкия;Ж;1387,0;51,25;3,32;
2017;Южный Федеральный округ;Республика Калмыкия;М;1519,0;51,83;3,43;
2017;Южный Федеральный округ;Республика Крым;Ж;9927,0;51,01;3,26;
2017;Южный Федеральный округ;Республика Крым;М;10625,0;51,56;3,38;
2017;Южный Федеральный округ;Ростовская область;Ж;20245,0;50,59;3,22;
2017;Южный Федеральный округ;Ростовская область;М;21889,0;51,28;3,36;
2017;Южный Федеральный округ;Севастополь;Ж;1959,0;51,1;3,31;
2017;Южный Федеральный округ;Севастополь;М;2171,0;51,94;3,46;
2018;Дальневосточный Федеральный округ;Амурская область;Ж;3846,0;51,64;3,22;
2018;Дальневосточный Федеральный округ;Амурская область;М;4261,0;52,35;3,35;
2018;Дальневосточный Федеральный округ;Еврейская автономная область;Ж;696,0;51,66;3,22;
2018;Дальневосточный Федеральный округ;Еврейская автономная область;М;742,0;52,43;3,39;
2018;Дальневосточный Федеральный округ;Камчатский край;Ж;1405,0;51,54;3,28;
2018;Дальневосточный Федеральный округ;Камчатский край;М;1454,0;52,37;3,46;
2018;Дальневосточный Федеральный округ;Магаданская область;Ж;595,0;53,09;3,26;
2018;Дальневосточный Федеральный округ;Магаданская область;М;597,0;54,0;3,41;
2018;Дальневосточный Федеральный округ;Приморский край;Ж;8529,0;51,67;3,22;
2018;Дальневосточный Федеральный округ;Приморский край;М;9123,0;52,47;3,37;
2018;Дальневосточный Федеральный округ;Республика Саха (Якутия);Ж;5412,0;51,73;3,33;
2018;Дальневосточный Федеральный округ;Республика Саха (Якутия);М;5637,0;52,18;3,41;
2018;Дальневосточный Федеральный округ;Сахалинская область;Ж;2442,0;52,35;3,27;
2018;Дальневосточный Федеральный округ;Сахалинская область;М;2593,0;52,99;3,39;
2018;Дальневосточный Федеральный округ;Хабаровский край;Ж;5758,0;52,01;3,25;
2018;Дальневосточный Федеральный округ;Хабаровский край;М;6160,0;52,75;3,38;
2018;Дальневосточный Федеральный округ;Чукотский автономный округ;Ж;239,0;52,01;3,26;
2018;Дальневосточный Федеральный округ;Чукотский автономный округ;М;262,0;52,4;3,35;
2018;Приволжский Федеральный округ;Кировская область;Ж;5634,0;51,45;3,24;
2018;Приволжский Федеральный округ;Кировская область;М;5948,0;52,09;3,37;
2018;Приволжский Федеральный округ;Нижегородская область;Ж;13282,0;51,23;3,27;
2018;Приволжский Федеральный округ;Нижегородская область;М;14713,0;51,91;3,41;
2018;Приволжский Федеральный округ;Оренбургская область;Ж;8929,0;51,3;3,29;
2018;Приволжский Федеральный округ;Оренбургская область;М;9696,0;51,96;3,43;
2018;Приволжский Федеральный округ;Пензенская область;Ж;5202,0;51,84;3,27;
2018;Приволжский Федеральный округ;Пензенская область;М;5480,0;52,47;3,39;
2018;Приволжский Федеральный округ;Пермский край;Ж;11992,0;50,78;3,29;
2018;Приволжский Федеральный округ;Пермский край;М;12643,0;51,36;3,41;
2018;Приволжский Федеральный округ;Республика Башкортостан;Ж;19671,0;51,34;3,23;
2018;Приволжский Федеральный округ;Республика Башкортостан;М;21094,0;51,96;3,35;
2018;Приволжский Федеральный округ;Республика Марий Эл;Ж;3232,0;51,2;3,26;
2018;Приволжский Федеральный округ;Республика Марий Эл;М;3316,0;51,93;3,39;
2018;Приволжский Федеральный округ;Республика Мордовия;Ж;2864,0;50,39;3,19;
2018;Приволжский Федеральный округ;Республика Мордовия;М;3071,0;51,18;3,35;
2018;Приволжский Федеральный округ;Республика Татарстан;Ж;19729,0;51,98;3,27;
2018;Приволжский Федеральный округ;Республика Татарстан;М;20913,0;52,7;3,41;
2018;Приволжский Федеральный округ;Самарская область;Ж;13265,0;52,44;3,26;
2018;Приволжский Федеральный округ;Самарская область;М;13739,0;53,23;3,39;
2018;Приволжский Федеральный округ;Саратовская область;Ж;9626,0;50,61;3,22;
2018;Приволжский Федеральный округ;Саратовская область;М;10504,0;51,18;3,34;
2018;Приволжский Федеральный округ;Удмуртская республика;Ж;6927,0;51,86;3,24;
2018;Приволжский Федеральный округ;Удмуртская республика;М;7279,0;52,5;3,37;
2018;Приволжский Федеральный округ;Ульяновская область;Ж;5189,0;51,63;3,28;
2018;Приволжский Федеральный округ;Ульяновская область;М;5673,0;52,29;3,41;
2018;Приволжский Федеральный округ;Чувашская республика;Ж;5923,0;51,18;3,25;
2018;Приволжский Федеральный округ;Чувашская республика;М;6294,0;52,0;3,4;
2018;Северо-Западный Федеральный округ;Архангельская область;Ж;4211,0;50,9;3,25;
2018;Северо-Западный Федеральный округ;Архангельская область;М;4642,0;51,51;3,37;
2018;Северо-Западный Федеральный округ;Вологодская область;Ж;5534,0;51,6;3,26;
2018;Северо-Западный Федеральный округ;Вологодская область;М;5958,0;52,18;3,38;
2018;Северо-Западный Федеральный округ;Калининградская область;Ж;4535,0;51,45;3,26;
2018;Северо-Западный Федеральный округ;Калининградская область;М;5025,0;52,31;3,4;
2018;Северо-Западный Федеральный округ;Ленинградская область;Ж;5093,0;51,31;3,29;
2018;Северо-Западный Федеральный округ;Ленинградская область;М;5397,0;51,91;3,41;
2018;Северо-Западный Федеральный округ;Мурманская область;Ж;3072,0;51,21;3,25;
2018;Северо-Западный Федеральный округ;Мурманская область;М;3323,0;51,88;3,4;
2018;Северо-Западный Федеральный округ;Ненецкий автономный округ;Ж;214,0;51,35;3,36;
2018;Северо-Западный Федеральный округ;Ненецкий автономный округ;М;261,0;52,08;3,48;
2018;Северо-Западный Федеральный округ;Новгородская область;Ж;2504,0;51,49;3,28;
2018;Северо-Западный Федеральный округ;Новгородская область;М;2792,0;51,98;3,39;
2018;Северо-Западный Федеральный округ;Псковская область;Ж;2285,0;51,79;3,24;
2018;Северо-Западный Федеральный округ;Псковская область;М;2450,0;52,59;3,4;
2018;Северо-Западный Федеральный округ;Республика Карелия;Ж;2484,0;51,07;3,27;
2018;Северо-Западный Федеральный округ;Республика Карелия;М;2642,0;51,67;3,4;
2018;Северо-Западный Федеральный округ;Республика Коми;Ж;3430,0;50,73;3,25;
2018;Северо-Западный Федеральный округ;Республика Коми;М;3737,0;51,32;3,39;
2018;Северо-Западный Федеральный округ;Санкт-Петербург;Ж;20360,0;51,07;3,3;
2018;Северо-Западный Федеральный округ;Санкт-Петербург;М;22215,0;51,67;3,43;
2018;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;Ж;4582,0;49,94;3,28;
2018;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;М;4935,0;50,64;3,42;
2018;Северо-Кавказский Федеральный округ;Республика Дагестан;Ж;19343,0;51,6;3,33;
2018;Северо-Кавказский Федеральный округ;Республика Дагестан;М;20804,0;52,27;3,46;
2018;Северо-Кавказский Федеральный округ;Республика Ингушетия;Ж;3316,0;51,78;3,33;
2018;Северо-Кавказский Федеральный округ;Республика Ингушетия;М;3478,0;52,29;3,44;
2018;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Ж;2045,0;50,9;3,31;
2018;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;М;2048,0;51,3;3,39;
2018;Северо-Кавказский Федеральный округ;Республика Северная Осетия-Алания;Ж;3799,0;50,39;3,26;
2018;Северо-Кавказский Федеральный округ;Республика Северная Осетия-Алания;М;4129,0;51,06;3,41;
2018;Северо-Кавказский Федеральный округ;Ставропольский край;Ж;13474,0;51,27;3,22;
2018;Северо-Кавказский Федеральный округ;Ставропольский край;М;14500,0;51,92;3,35;
2018;Северо-Кавказский Федеральный округ;Чеченская республика;Ж;11912,0;52,56;3,4;
2018;Северо-Кавказский Федеральный округ;Чеченская республика;М;12854,0;53,2;3,52;
2018;Сибирский Федеральный округ;Алтайский край;Ж;10465,0;51,43;3,21;
2018;Сибирский Федеральный округ;Алтайский край;М;11317,0;52,05;3,34;
2018;Сибирский Федеральный округ;Забайкальский край;Ж;6044,0;50,47;3,12;
2018;Сибирский Федеральный округ;Забайкальский край;М;6401,0;51,1;3,26;
2018;Сибирский Федеральный округ;Иркутская область;Ж;12411,0;50,9;3,18;
2018;Сибирский Федеральный округ;Иркутская область;М;13534,0;51,6;3,31;
2018;Сибирский Федеральный округ;Кемеровская область;Ж;10821,0;50,93;3,22;
2018;Сибирский Федеральный округ;Кемеровская область;М;11286,0;51,59;3,34;
2018;Сибирский Федеральный округ;Красноярский край;Ж;14066,0;51,98;3,25;
2018;Сибирский Федеральный округ;Красноярский край;М;15544,0;52,59;3,36;
2018;Сибирский Федеральный округ;Новосибирская область;Ж;13325,0;51,16;3,27;
2018;Сибирский Федеральный округ;Новосибирская область;М;14639,0;51,73;3,39;
2018;Сибирский Федеральный округ;Омская область;Ж;9410,0;51,29;3,19;
2018;Сибирский Федеральный округ;Омская область;М;10069,0;51,94;3,32;
2018;Сибирский Федеральный округ;Республика Алтай;Ж;1339,0;50,17;3,14;
2018;Сибирский Федеральный округ;Республика Алтай;М;1433,0;50,73;3,26;
2018;Сибирский Федеральный округ;Республика Бурятия;Ж;5887,0;51,12;3,21;
2018;Сибирский Федеральный округ;Республика Бурятия;М;6306,0;51,84;3,33;
2018;Сибирский Федеральный округ;Республика Тыва;Ж;2618,0;49,72;3,15;
2018;Сибирский Федеральный округ;Республика Тыва;М;2917,0;50,37;3,28;
2018;Сибирский Федеральный округ;Республика Хакасия;Ж;2865,0;51,71;3,27;
2018;Сибирский Федеральный округ;Республика Хакасия;М;3109,0;52,41;3,4;
2018;Сибирский Федеральный округ;Томская область;Ж;4809,0;51,83;3,3;
2018;Сибирский Федеральный округ;Томская область;М;5274,0;52,6;3,44;
2018;Уральский Федеральный округ;Курганская область;Ж;3752,0;50,97;3,22;
2018;Уральский Федеральный округ;Курганская область;М;4180,0;51,63;3,35;
2018;Уральский Федеральный округ;Свердловская область;Ж;21488,0;51,04;3,22;
2018;Уральский Федеральный округ;Свердловская область;М;23599,0;51,7;3,34;
2018;Уральский Федеральный округ;Тюменская область;Ж;9175,0;51,97;3,26;
2018;Уральский Федеральный округ;Тюменская область;М;9551,0;52,66;3,39;
2018;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;Ж;9441,0;52,19;3,29;
2018;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;М;10351,0;52,81;3,42;
2018;Уральский Федеральный округ;Челябинская область;Ж;16475,0;50,71;3,21;
2018;Уральский Федеральный округ;Челябинская область;М;17723,0;51,36;3,34;
2018;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;Ж;2838,0;51,97;3,31;
2018;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;М;2996,0;52,64;3,44;
2018;Центральный Федеральный округ;Белгородская область;Ж;6055,0;51,46;3,24;
2018;Центральный Федеральный округ;Белгородская область;М;6334,0;52,32;3,38;
2018;Центральный Федеральный округ;Брянская область;Ж;4596,0;51,65;3,23;
2018;Центральный Федеральный округ;Брянская область;М;4894,0;52,38;3,37;
2018;Центральный Федеральный округ;Владимирская область;Ж;5255,0;50,92;3,24;
2018;Центральный Федеральный округ;Владимирская область;М;5426,0;51,54;3,36;
2018;Центральный Федеральный округ;Воронежская область;Ж;9443,0;52,22;3,25;
2018;Центральный Федеральный округ;Воронежская область;М;10029,0;52,95;3,39;
2018;Центральный Федеральный округ;Ивановская область;Ж;4044,0;50,78;3,18;
2018;Центральный Федеральный округ;Ивановская область;М;4468,0;51,52;3,31;
2018;Центральный Федеральный округ;Калужская область;Ж;4048,0;51,49;3,3;
2018;Центральный Федеральный округ;Калужская область;М;4413,0;52,16;3,45;
2018;Центральный Федеральный округ;Костромская область;Ж;2464,0;50,66;3,31;
2018;Центральный Федеральный округ;Костромская область;М;2765,0;51,23;3,41;
2018;Центральный Федеральный округ;Курская область;Ж;4383,0;51,41;3,25;
2018;Центральный Федеральный округ;Курская область;М;4711,0;52,08;3,37;
2018;Центральный Федеральный округ;Липецкая область;Ж;4805,0;51,59;3,3;
2018;Центральный Федеральный округ;Липецкая область;М;5057,0;52,24;3,44;
2018;Центральный Федеральный округ;Москва;Ж;44669,0;51,08;3,3;
2018;Центральный Федеральный округ;Москва;М;48855,0;51,75;3,43;
2018;Центральный Федеральный округ;Московская область;Ж;29738,0;51,28;3,26;
2018;Центральный Федеральный округ;Московская область;М;32233,0;51,91;3,38;
2018;Центральный Федеральный округ;Орловская область;Ж;2733,0;51,92;3,27;
2018;Центральный Федеральный округ;Орловская область;М;2929,0;52,54;3,4;
2018;Центральный Федеральный округ;Рязанская область;Ж;4214,0;51,88;3,24;
2018;Центральный Федеральный округ;Рязанская область;М;4494,0;52,66;3,38;
2018;Центральный Федеральный округ;Смоленская область;Ж;3439,0;51,57;3,25;
2018;Центральный Федеральный округ;Смоленская область;М;3670,0;52,16;3,37;
2018;Центральный Федеральный округ;Тамбовская область;Ж;3647,0;51,11;3,2;
2018;Центральный Федеральный округ;Тамбовская область;М;3795,0;51,82;3,34;
2018;Центральный Федеральный округ;Тверская область;Ж;4869,0;51,63;3,25;
2018;Центральный Федеральный округ;Тверская область;М;5254,0;52,18;3,37;
2018;Центральный Федеральный округ;Тульская область;Ж;5087,0;51,67;3,22;
2018;Центральный Федеральный округ;Тульская область;М;5482,0;52,36;3,35;
2018;Центральный Федеральный округ;Ярославская область;Ж;5119,0;50,93;3,28;
2018;Центральный Федеральный округ;Ярославская область;М;5425,0;51,56;3,41;
2018;Южный Федеральный округ;Астраханская область;Ж;5122,0;51,81;3,28;
2018;Южный Федеральный округ;Астраханская область;М;5583,0;52,42;3,4;
2018;Южный Федеральный округ;Волгоградская область;Ж;10349,0;52,21;3,24;
2018;Южный Федеральный округ;Волгоградская область;М;11288,0;52,97;3,38;
2018;Южный Федеральный округ;Краснодарский край;Ж;27441,0;52,05;3,27;
2018;Южный Федеральный округ;Краснодарский край;М;30116,0;52,74;3,4;
2018;Южный Федеральный округ;Республика Адыгея;Ж;1677,0;51,26;3,27;
2018;Южный Федеральный округ;Республика Адыгея;М;1907,0;51,72;3,37;
2018;Южный Федеральный округ;Республика Калмыкия;Ж;1222,0;51,26;3,34;
2018;Южный Федеральный округ;Республика Калмыкия;М;1264,0;51,9;3,46;
2018;Южный Федеральный округ;Республика Крым;Ж;8459,0;51,0;3,25;
2018;Южный Федеральный округ;Республика Крым;М;8972,0;51,66;3,37;
2018;Южный Федеральный округ;Ростовская область;Ж;16853,0;50,52;3,23;
2018;Южный Федеральный округ;Ростовская область;М;18434,0;51,23;3,36;
2018;Южный Федеральный округ;Севастополь;Ж;1664,0;51,03;3,31;
2018;Южный Федеральный округ;Севастополь;М;1873,0;51,79;3,47;
