Год;Квартал;Федеральный округ;Регион;Тип страхового взноса;Доходы от страховых взносов, млн. руб.;
2016;1;Дальневосточный Федеральный округ;Амурская область;ВН;144,9;
2016;1;Дальневосточный Федеральный округ;Амурская область;НС;129,53;
2016;1;Дальневосточный Федеральный округ;Еврейская автономная область;ВН;17,63;
2016;1;Дальневосточный Федеральный округ;Еврейская автономная область;НС;13,17;
2016;1;Дальневосточный Федеральный округ;Камчатский край;ВН;125,42;
2016;1;Дальневосточный Федеральный округ;Камчатский край;НС;85,25;
2016;1;Дальневосточный Федеральный округ;Магаданская область;ВН;91,04;
2016;1;Дальневосточный Федеральный округ;Магаданская область;НС;90,88;
2016;1;Дальневосточный Федеральный округ;Приморский край;ВН;404,26;
2016;1;Дальневосточный Федеральный округ;Приморский край;НС;217,65;
2016;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);ВН;285,97;
2016;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);НС;256,81;
2016;1;Дальневосточный Федеральный округ;Сахалинская область;ВН;276,87;
2016;1;Дальневосточный Федеральный округ;Сахалинская область;НС;160,49;
2016;1;Дальневосточный Федеральный округ;Хабаровский край;ВН;1344,2;
2016;1;Дальневосточный Федеральный округ;Хабаровский край;НС;354,27;
2016;1;Дальневосточный Федеральный округ;Чукотский автономный округ;ВН;49,13;
2016;1;Дальневосточный Федеральный округ;Чукотский автономный округ;НС;67,75;
2016;1;Приволжский Федеральный округ;Кировская область;ВН;124,04;
2016;1;Приволжский Федеральный округ;Кировская область;НС;115,07;
2016;1;Приволжский Федеральный округ;Нижегородская область;ВН;2322,63;
2016;1;Приволжский Федеральный округ;Нижегородская область;НС;496,56;
2016;1;Приволжский Федеральный округ;Оренбургская область;ВН;197,35;
2016;1;Приволжский Федеральный округ;Оренбургская область;НС;188,35;
2016;1;Приволжский Федеральный округ;Пензенская область;ВН;128,12;
2016;1;Приволжский Федеральный округ;Пензенская область;НС;87,46;
2016;1;Приволжский Федеральный округ;Пермский край;ВН;316,95;
2016;1;Приволжский Федеральный округ;Пермский край;НС;292,43;
2016;1;Приволжский Федеральный округ;Республика Башкортостан;ВН;369,98;
2016;1;Приволжский Федеральный округ;Республика Башкортостан;НС;357,83;
2016;1;Приволжский Федеральный округ;Республика Марий Эл;ВН;65,29;
2016;1;Приволжский Федеральный округ;Республика Марий Эл;НС;52,94;
2016;1;Приволжский Федеральный округ;Республика Мордовия;ВН;90,24;
2016;1;Приволжский Федеральный округ;Республика Мордовия;НС;58,9;
2016;1;Приволжский Федеральный округ;Республика Татарстан;ВН;2402,49;
2016;1;Приволжский Федеральный округ;Республика Татарстан;НС;520,0;
2016;1;Приволжский Федеральный округ;Самарская область;ВН;2116,16;
2016;1;Приволжский Федеральный округ;Самарская область;НС;448,85;
2016;1;Приволжский Федеральный округ;Саратовская область;ВН;244,08;
2016;1;Приволжский Федеральный округ;Саратовская область;НС;161,56;
2016;1;Приволжский Федеральный округ;Удмуртская республика;ВН;167,16;
2016;1;Приволжский Федеральный округ;Удмуртская республика;НС;159,54;
2016;1;Приволжский Федеральный округ;Ульяновская область;ВН;158,46;
2016;1;Приволжский Федеральный округ;Ульяновская область;НС;104,02;
2016;1;Приволжский Федеральный округ;Чувашская республика;ВН;98,14;
2016;1;Приволжский Федеральный округ;Чувашская республика;НС;72,24;
2016;1;Северо-Западный Федеральный округ;Архангельская область;ВН;153,61;
2016;1;Северо-Западный Федеральный округ;Архангельская область;НС;226,33;
2016;1;Северо-Западный Федеральный округ;Вологодская область;ВН;133,2;
2016;1;Северо-Западный Федеральный округ;Вологодская область;НС;187,03;
2016;1;Северо-Западный Федеральный округ;Калининградская область;ВН;154,71;
2016;1;Северо-Западный Федеральный округ;Калининградская область;НС;100,32;
2016;1;Северо-Западный Федеральный округ;Ленинградская область;ВН;265,58;
2016;1;Северо-Западный Федеральный округ;Ленинградская область;НС;249,23;
2016;1;Северо-Западный Федеральный округ;Мурманская область;ВН;198,06;
2016;1;Северо-Западный Федеральный округ;Мурманская область;НС;161,88;
2016;1;Северо-Западный Федеральный округ;Ненецкий автономный округ;ВН;27,85;
2016;1;Северо-Западный Федеральный округ;Ненецкий автономный округ;НС;16,73;
2016;1;Северо-Западный Федеральный округ;Новгородская область;ВН;356,21;
2016;1;Северо-Западный Федеральный округ;Новгородская область;НС;81,61;
2016;1;Северо-Западный Федеральный округ;Псковская область;ВН;57,19;
2016;1;Северо-Западный Федеральный округ;Псковская область;НС;40,39;
2016;1;Северо-Западный Федеральный округ;Республика Карелия;ВН;96,81;
2016;1;Северо-Западный Федеральный округ;Республика Карелия;НС;65,31;
2016;1;Северо-Западный Федеральный округ;Республика Коми;ВН;201,93;
2016;1;Северо-Западный Федеральный округ;Республика Коми;НС;174,73;
2016;1;Северо-Западный Федеральный округ;Санкт-Петербург;ВН;2336,79;
2016;1;Северо-Западный Федеральный округ;Санкт-Петербург;НС;1305,13;
2016;1;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;ВН;37,26;
2016;1;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;НС;16,71;
2016;1;Северо-Кавказский Федеральный округ;Республика Дагестан;ВН;76,46;
2016;1;Северо-Кавказский Федеральный округ;Республика Дагестан;НС;41,62;
2016;1;Северо-Кавказский Федеральный округ;Республика Ингушетия;ВН;7,12;
2016;1;Северо-Кавказский Федеральный округ;Республика Ингушетия;НС;4,72;
2016;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;ВН;97,15;
2016;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;НС;15,62;
2016;1;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;ВН;36,85;
2016;1;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;НС;17,82;
2016;1;Северо-Кавказский Федеральный округ;Ставропольский край;ВН;238,2;
2016;1;Северо-Кавказский Федеральный округ;Ставропольский край;НС;131,29;
2016;1;Северо-Кавказский Федеральный округ;Чеченская республика;ВН;42,67;
2016;1;Северо-Кавказский Федеральный округ;Чеченская республика;НС;18,22;
2016;1;Сибирский Федеральный округ;Алтайский край;ВН;145,96;
2016;1;Сибирский Федеральный округ;Алтайский край;НС;145,77;
2016;1;Сибирский Федеральный округ;Забайкальский край;ВН;153,16;
2016;1;Сибирский Федеральный округ;Забайкальский край;НС;100,13;
2016;1;Сибирский Федеральный округ;Иркутская область;ВН;462,14;
2016;1;Сибирский Федеральный округ;Иркутская область;НС;368,64;
2016;1;Сибирский Федеральный округ;Кемеровская область;ВН;299,72;
2016;1;Сибирский Федеральный округ;Кемеровская область;НС;732,24;
2016;1;Сибирский Федеральный округ;Красноярский край;ВН;660,61;
2016;1;Сибирский Федеральный округ;Красноярский край;НС;583,65;
2016;1;Сибирский Федеральный округ;Новосибирская область;ВН;1954,38;
2016;1;Сибирский Федеральный округ;Новосибирская область;НС;359,32;
2016;1;Сибирский Федеральный округ;Омская область;ВН;214,84;
2016;1;Сибирский Федеральный округ;Омская область;НС;147,72;
2016;1;Сибирский Федеральный округ;Республика Алтай;ВН;22,51;
2016;1;Сибирский Федеральный округ;Республика Алтай;НС;12,27;
2016;1;Сибирский Федеральный округ;Республика Бурятия;ВН;72,53;
2016;1;Сибирский Федеральный округ;Республика Бурятия;НС;105,76;
2016;1;Сибирский Федеральный округ;Республика Тыва;ВН;33,1;
2016;1;Сибирский Федеральный округ;Республика Тыва;НС;19,28;
2016;1;Сибирский Федеральный округ;Республика Хакасия;ВН;59,22;
2016;1;Сибирский Федеральный округ;Республика Хакасия;НС;55,78;
2016;1;Сибирский Федеральный округ;Томская область;ВН;149,12;
2016;1;Сибирский Федеральный округ;Томская область;НС;83,74;
2016;1;Уральский Федеральный округ;Курганская область;ВН;311,45;
2016;1;Уральский Федеральный округ;Курганская область;НС;77,97;
2016;1;Уральский Федеральный округ;Свердловская область;ВН;622,88;
2016;1;Уральский Федеральный округ;Свердловская область;НС;841,5;
2016;1;Уральский Федеральный округ;Тюменская область;ВН;305,19;
2016;1;Уральский Федеральный округ;Тюменская область;НС;175,8;
2016;1;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;ВН;871,47;
2016;1;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;НС;462,69;
2016;1;Уральский Федеральный округ;Челябинская область;ВН;381,36;
2016;1;Уральский Федеральный округ;Челябинская область;НС;579,49;
2016;1;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;ВН;596,61;
2016;1;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;НС;213,87;
2016;1;Центральный Федеральный округ;Белгородская область;ВН;866,19;
2016;1;Центральный Федеральный округ;Белгородская область;НС;258,76;
2016;1;Центральный Федеральный округ;Брянская область;ВН;116,92;
2016;1;Центральный Федеральный округ;Брянская область;НС;85,97;
2016;1;Центральный Федеральный округ;Владимирская область;ВН;169,2;
2016;1;Центральный Федеральный округ;Владимирская область;НС;143,14;
2016;1;Центральный Федеральный округ;Воронежская область;ВН;350,59;
2016;1;Центральный Федеральный округ;Воронежская область;НС;239,09;
2016;1;Центральный Федеральный округ;Ивановская область;ВН;77,65;
2016;1;Центральный Федеральный округ;Ивановская область;НС;48,78;
2016;1;Центральный Федеральный округ;Калужская область;ВН;157,52;
2016;1;Центральный Федеральный округ;Калужская область;НС;165,7;
2016;1;Центральный Федеральный округ;Костромская область;ВН;64,63;
2016;1;Центральный Федеральный округ;Костромская область;НС;48,37;
2016;1;Центральный Федеральный округ;Курская область;ВН;133,04;
2016;1;Центральный Федеральный округ;Курская область;НС;96,86;
2016;1;Центральный Федеральный округ;Липецкая область;ВН;154,71;
2016;1;Центральный Федеральный округ;Липецкая область;НС;170,41;
2016;1;Центральный Федеральный округ;Москва;ВН;8995,82;
2016;1;Центральный Федеральный округ;Москва;НС;3312,2;
2016;1;Центральный Федеральный округ;Московская область;ВН;1589,36;
2016;1;Центральный Федеральный округ;Московская область;НС;1105,17;
2016;1;Центральный Федеральный округ;Орловская область;ВН;82,78;
2016;1;Центральный Федеральный округ;Орловская область;НС;54,15;
2016;1;Центральный Федеральный округ;Рязанская область;ВН;130,44;
2016;1;Центральный Федеральный округ;Рязанская область;НС;92,38;
2016;1;Центральный Федеральный округ;Смоленская область;ВН;117,7;
2016;1;Центральный Федеральный округ;Смоленская область;НС;71,65;
2016;1;Центральный Федеральный округ;Тамбовская область;ВН;357,62;
2016;1;Центральный Федеральный округ;Тамбовская область;НС;81,96;
2016;1;Центральный Федеральный округ;Тверская область;ВН;144,52;
2016;1;Центральный Федеральный округ;Тверская область;НС;116,83;
2016;1;Центральный Федеральный округ;Тульская область;ВН;207,09;
2016;1;Центральный Федеральный округ;Тульская область;НС;148,06;
2016;1;Центральный Федеральный округ;Ярославская область;ВН;161,22;
2016;1;Центральный Федеральный округ;Ярославская область;НС;160,66;
2016;1;Южный Федеральный округ;Астраханская область;ВН;343,89;
2016;1;Южный Федеральный округ;Астраханская область;НС;49,52;
2016;1;Южный Федеральный округ;Волгоградская область;ВН;271,35;
2016;1;Южный Федеральный округ;Волгоградская область;НС;199,6;
2016;1;Южный Федеральный округ;Краснодарский край;ВН;734,96;
2016;1;Южный Федеральный округ;Краснодарский край;НС;429,8;
2016;1;Южный Федеральный округ;Республика Адыгея;ВН;32,3;
2016;1;Южный Федеральный округ;Республика Адыгея;НС;14,77;
2016;1;Южный Федеральный округ;Республика Калмыкия;ВН;17,75;
2016;1;Южный Федеральный округ;Республика Калмыкия;НС;10,34;
2016;1;Южный Федеральный округ;Республика Крым;ВН;638,33;
2016;1;Южный Федеральный округ;Республика Крым;НС;95,5;
2016;1;Южный Федеральный округ;Ростовская область;ВН;1883,8;
2016;1;Южный Федеральный округ;Ростовская область;НС;469,98;
2016;1;Южный Федеральный округ;Севастополь;ВН;144,67;
2016;1;Южный Федеральный округ;Севастополь;НС;23,38;
2016;2;Дальневосточный Федеральный округ;Амурская область;ВН;302,48;
2016;2;Дальневосточный Федеральный округ;Амурская область;НС;256,95;
2016;2;Дальневосточный Федеральный округ;Еврейская автономная область;ВН;36,1;
2016;2;Дальневосточный Федеральный округ;Еврейская автономная область;НС;28,28;
2016;2;Дальневосточный Федеральный округ;Камчатский край;ВН;329,03;
2016;2;Дальневосточный Федеральный округ;Камчатский край;НС;199,2;
2016;2;Дальневосточный Федеральный округ;Магаданская область;ВН;219,54;
2016;2;Дальневосточный Федеральный округ;Магаданская область;НС;208,17;
2016;2;Дальневосточный Федеральный округ;Приморский край;ВН;820,53;
2016;2;Дальневосточный Федеральный округ;Приморский край;НС;490,43;
2016;2;Дальневосточный Федеральный округ;Республика Саха (Якутия);ВН;693,63;
2016;2;Дальневосточный Федеральный округ;Республика Саха (Якутия);НС;643,58;
2016;2;Дальневосточный Федеральный округ;Сахалинская область;ВН;562,38;
2016;2;Дальневосточный Федеральный округ;Сахалинская область;НС;347,5;
2016;2;Дальневосточный Федеральный округ;Хабаровский край;ВН;2995,85;
2016;2;Дальневосточный Федеральный округ;Хабаровский край;НС;748,59;
2016;2;Дальневосточный Федеральный округ;Чукотский автономный округ;ВН;116,96;
2016;2;Дальневосточный Федеральный округ;Чукотский автономный округ;НС;148,1;
2016;2;Приволжский Федеральный округ;Кировская область;ВН;247,42;
2016;2;Приволжский Федеральный округ;Кировская область;НС;256,39;
2016;2;Приволжский Федеральный округ;Нижегородская область;ВН;5101,5;
2016;2;Приволжский Федеральный округ;Нижегородская область;НС;1044,77;
2016;2;Приволжский Федеральный округ;Оренбургская область;ВН;453,92;
2016;2;Приволжский Федеральный округ;Оренбургская область;НС;413,07;
2016;2;Приволжский Федеральный округ;Пензенская область;ВН;282,19;
2016;2;Приволжский Федеральный округ;Пензенская область;НС;190,69;
2016;2;Приволжский Федеральный округ;Пермский край;ВН;658,75;
2016;2;Приволжский Федеральный округ;Пермский край;НС;668,49;
2016;2;Приволжский Федеральный округ;Республика Башкортостан;ВН;863,85;
2016;2;Приволжский Федеральный округ;Республика Башкортостан;НС;807,58;
2016;2;Приволжский Федеральный округ;Республика Марий Эл;ВН;115,59;
2016;2;Приволжский Федеральный округ;Республика Марий Эл;НС;111,13;
2016;2;Приволжский Федеральный округ;Республика Мордовия;ВН;196,59;
2016;2;Приволжский Федеральный округ;Республика Мордовия;НС;131,14;
2016;2;Приволжский Федеральный округ;Республика Татарстан;ВН;5273,23;
2016;2;Приволжский Федеральный округ;Республика Татарстан;НС;1085,9;
2016;2;Приволжский Федеральный округ;Самарская область;ВН;4636,81;
2016;2;Приволжский Федеральный округ;Самарская область;НС;935,88;
2016;2;Приволжский Федеральный округ;Саратовская область;ВН;565,86;
2016;2;Приволжский Федеральный округ;Саратовская область;НС;355,98;
2016;2;Приволжский Федеральный округ;Удмуртская республика;ВН;341,78;
2016;2;Приволжский Федеральный округ;Удмуртская республика;НС;375,12;
2016;2;Приволжский Федеральный округ;Ульяновская область;ВН;310,11;
2016;2;Приволжский Федеральный округ;Ульяновская область;НС;211,81;
2016;2;Приволжский Федеральный округ;Чувашская республика;ВН;222,78;
2016;2;Приволжский Федеральный округ;Чувашская республика;НС;162,27;
2016;2;Северо-Западный Федеральный округ;Архангельская область;ВН;375,96;
2016;2;Северо-Западный Федеральный округ;Архангельская область;НС;496,96;
2016;2;Северо-Западный Федеральный округ;Вологодская область;ВН;297,14;
2016;2;Северо-Западный Федеральный округ;Вологодская область;НС;361,96;
2016;2;Северо-Западный Федеральный округ;Калининградская область;ВН;342,89;
2016;2;Северо-Западный Федеральный округ;Калининградская область;НС;216,02;
2016;2;Северо-Западный Федеральный округ;Ленинградская область;ВН;610,92;
2016;2;Северо-Западный Федеральный округ;Ленинградская область;НС;559,48;
2016;2;Северо-Западный Федеральный округ;Мурманская область;ВН;450,27;
2016;2;Северо-Западный Федеральный округ;Мурманская область;НС;370,47;
2016;2;Северо-Западный Федеральный округ;Ненецкий автономный округ;ВН;65,34;
2016;2;Северо-Западный Федеральный округ;Ненецкий автономный округ;НС;41,44;
2016;2;Северо-Западный Федеральный округ;Новгородская область;ВН;743,5;
2016;2;Северо-Западный Федеральный округ;Новгородская область;НС;160,81;
2016;2;Северо-Западный Федеральный округ;Псковская область;ВН;109,92;
2016;2;Северо-Западный Федеральный округ;Псковская область;НС;88,13;
2016;2;Северо-Западный Федеральный округ;Республика Карелия;ВН;193,42;
2016;2;Северо-Западный Федеральный округ;Республика Карелия;НС;145,86;
2016;2;Северо-Западный Федеральный округ;Республика Коми;ВН;453,76;
2016;2;Северо-Западный Федеральный округ;Республика Коми;НС;447,27;
2016;2;Северо-Западный Федеральный округ;Санкт-Петербург;ВН;5128,65;
2016;2;Северо-Западный Федеральный округ;Санкт-Петербург;НС;2851,39;
2016;2;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;ВН;78,52;
2016;2;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;НС;36,88;
2016;2;Северо-Кавказский Федеральный округ;Республика Дагестан;ВН;148,66;
2016;2;Северо-Кавказский Федеральный округ;Республика Дагестан;НС;89,4;
2016;2;Северо-Кавказский Федеральный округ;Республика Ингушетия;ВН;16,23;
2016;2;Северо-Кавказский Федеральный округ;Республика Ингушетия;НС;11,9;
2016;2;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;ВН;211,76;
2016;2;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;НС;33,99;
2016;2;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;ВН;76,3;
2016;2;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;НС;39,59;
2016;2;Северо-Кавказский Федеральный округ;Ставропольский край;ВН;512,37;
2016;2;Северо-Кавказский Федеральный округ;Ставропольский край;НС;296,64;
2016;2;Северо-Кавказский Федеральный округ;Чеченская республика;ВН;85,0;
2016;2;Северо-Кавказский Федеральный округ;Чеченская республика;НС;39,17;
2016;2;Сибирский Федеральный округ;Алтайский край;ВН;304,89;
2016;2;Сибирский Федеральный округ;Алтайский край;НС;316,35;
2016;2;Сибирский Федеральный округ;Забайкальский край;ВН;328,99;
2016;2;Сибирский Федеральный округ;Забайкальский край;НС;223,37;
2016;2;Сибирский Федеральный округ;Иркутская область;ВН;1013,02;
2016;2;Сибирский Федеральный округ;Иркутская область;НС;812,86;
2016;2;Сибирский Федеральный округ;Кемеровская область;ВН;581,68;
2016;2;Сибирский Федеральный округ;Кемеровская область;НС;1734,44;
2016;2;Сибирский Федеральный округ;Красноярский край;ВН;1553,67;
2016;2;Сибирский Федеральный округ;Красноярский край;НС;1311,15;
2016;2;Сибирский Федеральный округ;Новосибирская область;ВН;4255,03;
2016;2;Сибирский Федеральный округ;Новосибирская область;НС;764,37;
2016;2;Сибирский Федеральный округ;Омская область;ВН;467,14;
2016;2;Сибирский Федеральный округ;Омская область;НС;310,66;
2016;2;Сибирский Федеральный округ;Республика Алтай;ВН;43,66;
2016;2;Сибирский Федеральный округ;Республика Алтай;НС;26,47;
2016;2;Сибирский Федеральный округ;Республика Бурятия;ВН;155,22;
2016;2;Сибирский Федеральный округ;Республика Бурятия;НС;226,61;
2016;2;Сибирский Федеральный округ;Республика Тыва;ВН;73,49;
2016;2;Сибирский Федеральный округ;Республика Тыва;НС;48,29;
2016;2;Сибирский Федеральный округ;Республика Хакасия;ВН;123,17;
2016;2;Сибирский Федеральный округ;Республика Хакасия;НС;140,04;
2016;2;Сибирский Федеральный округ;Томская область;ВН;369,51;
2016;2;Сибирский Федеральный округ;Томская область;НС;211,28;
2016;2;Уральский Федеральный округ;Курганская область;ВН;663,76;
2016;2;Уральский Федеральный округ;Курганская область;НС;164,39;
2016;2;Уральский Федеральный округ;Свердловская область;ВН;1332,33;
2016;2;Уральский Федеральный округ;Свердловская область;НС;1822,71;
2016;2;Уральский Федеральный округ;Тюменская область;ВН;703,69;
2016;2;Уральский Федеральный округ;Тюменская область;НС;406,13;
2016;2;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;ВН;2195,02;
2016;2;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;НС;1011,91;
2016;2;Уральский Федеральный округ;Челябинская область;ВН;815,12;
2016;2;Уральский Федеральный округ;Челябинская область;НС;1205,49;
2016;2;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;ВН;1443,41;
2016;2;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;НС;505,44;
2016;2;Центральный Федеральный округ;Белгородская область;ВН;1877,07;
2016;2;Центральный Федеральный округ;Белгородская область;НС;526,49;
2016;2;Центральный Федеральный округ;Брянская область;ВН;251,54;
2016;2;Центральный Федеральный округ;Брянская область;НС;201,01;
2016;2;Центральный Федеральный округ;Владимирская область;ВН;361,97;
2016;2;Центральный Федеральный округ;Владимирская область;НС;306,19;
2016;2;Центральный Федеральный округ;Воронежская область;ВН;748,52;
2016;2;Центральный Федеральный округ;Воронежская область;НС;523,18;
2016;2;Центральный Федеральный округ;Ивановская область;ВН;157,73;
2016;2;Центральный Федеральный округ;Ивановская область;НС;105,21;
2016;2;Центральный Федеральный округ;Калужская область;ВН;334,15;
2016;2;Центральный Федеральный округ;Калужская область;НС;358,82;
2016;2;Центральный Федеральный округ;Костромская область;ВН;130,91;
2016;2;Центральный Федеральный округ;Костромская область;НС;103,46;
2016;2;Центральный Федеральный округ;Курская область;ВН;294,83;
2016;2;Центральный Федеральный округ;Курская область;НС;208,75;
2016;2;Центральный Федеральный округ;Липецкая область;ВН;308,81;
2016;2;Центральный Федеральный округ;Липецкая область;НС;374,56;
2016;2;Центральный Федеральный округ;Москва;ВН;18341,5;
2016;2;Центральный Федеральный округ;Москва;НС;7535,8;
2016;2;Центральный Федеральный округ;Московская область;ВН;3533,48;
2016;2;Центральный Федеральный округ;Московская область;НС;2412,11;
2016;2;Центральный Федеральный округ;Орловская область;ВН;171,83;
2016;2;Центральный Федеральный округ;Орловская область;НС;125,52;
2016;2;Центральный Федеральный округ;Рязанская область;ВН;283,1;
2016;2;Центральный Федеральный округ;Рязанская область;НС;203,29;
2016;2;Центральный Федеральный округ;Смоленская область;ВН;243,34;
2016;2;Центральный Федеральный округ;Смоленская область;НС;158,94;
2016;2;Центральный Федеральный округ;Тамбовская область;ВН;791,69;
2016;2;Центральный Федеральный округ;Тамбовская область;НС;179,09;
2016;2;Центральный Федеральный округ;Тверская область;ВН;298,13;
2016;2;Центральный Федеральный округ;Тверская область;НС;266,98;
2016;2;Центральный Федеральный округ;Тульская область;ВН;439,22;
2016;2;Центральный Федеральный округ;Тульская область;НС;343,21;
2016;2;Центральный Федеральный округ;Ярославская область;ВН;320,21;
2016;2;Центральный Федеральный округ;Ярославская область;НС;370,06;
2016;2;Южный Федеральный округ;Астраханская область;ВН;799,7;
2016;2;Южный Федеральный округ;Астраханская область;НС;113,31;
2016;2;Южный Федеральный округ;Волгоградская область;ВН;565,06;
2016;2;Южный Федеральный округ;Волгоградская область;НС;429,56;
2016;2;Южный Федеральный округ;Краснодарский край;ВН;1657,38;
2016;2;Южный Федеральный округ;Краснодарский край;НС;967,1;
2016;2;Южный Федеральный округ;Республика Адыгея;ВН;74,19;
2016;2;Южный Федеральный округ;Республика Адыгея;НС;34,4;
2016;2;Южный Федеральный округ;Республика Калмыкия;ВН;35,4;
2016;2;Южный Федеральный округ;Республика Калмыкия;НС;23,75;
2016;2;Южный Федеральный округ;Республика Крым;ВН;1459,83;
2016;2;Южный Федеральный округ;Республика Крым;НС;224,97;
2016;2;Южный Федеральный округ;Ростовская область;ВН;4188,84;
2016;2;Южный Федеральный округ;Ростовская область;НС;1003,01;
2016;2;Южный Федеральный округ;Севастополь;ВН;340,79;
2016;2;Южный Федеральный округ;Севастополь;НС;57,12;
2016;3;Дальневосточный Федеральный округ;Амурская область;ВН;461,19;
2016;3;Дальневосточный Федеральный округ;Амурская область;НС;392,85;
2016;3;Дальневосточный Федеральный округ;Еврейская автономная область;ВН;55,84;
2016;3;Дальневосточный Федеральный округ;Еврейская автономная область;НС;44,18;
2016;3;Дальневосточный Федеральный округ;Камчатский край;ВН;522,91;
2016;3;Дальневосточный Федеральный округ;Камчатский край;НС;305,24;
2016;3;Дальневосточный Федеральный округ;Магаданская область;ВН;336,4;
2016;3;Дальневосточный Федеральный округ;Магаданская область;НС;373,66;
2016;3;Дальневосточный Федеральный округ;Приморский край;ВН;1236,52;
2016;3;Дальневосточный Федеральный округ;Приморский край;НС;755,15;
2016;3;Дальневосточный Федеральный округ;Республика Саха (Якутия);ВН;997,35;
2016;3;Дальневосточный Федеральный округ;Республика Саха (Якутия);НС;992,51;
2016;3;Дальневосточный Федеральный округ;Сахалинская область;ВН;797,12;
2016;3;Дальневосточный Федеральный округ;Сахалинская область;НС;524,67;
2016;3;Дальневосточный Федеральный округ;Хабаровский край;ВН;4534,0;
2016;3;Дальневосточный Федеральный округ;Хабаровский край;НС;1138,36;
2016;3;Дальневосточный Федеральный округ;Чукотский автономный округ;ВН;168,61;
2016;3;Дальневосточный Федеральный округ;Чукотский автономный округ;НС;230,61;
2016;3;Приволжский Федеральный округ;Кировская область;ВН;392,65;
2016;3;Приволжский Федеральный округ;Кировская область;НС;399,54;
2016;3;Приволжский Федеральный округ;Нижегородская область;ВН;7678,93;
2016;3;Приволжский Федеральный округ;Нижегородская область;НС;1586,47;
2016;3;Приволжский Федеральный округ;Оренбургская область;ВН;684,49;
2016;3;Приволжский Федеральный округ;Оренбургская область;НС;635,55;
2016;3;Приволжский Федеральный округ;Пензенская область;ВН;443,37;
2016;3;Приволжский Федеральный округ;Пензенская область;НС;290,69;
2016;3;Приволжский Федеральный округ;Пермский край;ВН;1023,79;
2016;3;Приволжский Федеральный округ;Пермский край;НС;1028,2;
2016;3;Приволжский Федеральный округ;Республика Башкортостан;ВН;1290,19;
2016;3;Приволжский Федеральный округ;Республика Башкортостан;НС;1230,85;
2016;3;Приволжский Федеральный округ;Республика Марий Эл;ВН;175,4;
2016;3;Приволжский Федеральный округ;Республика Марий Эл;НС;169,69;
2016;3;Приволжский Федеральный округ;Республика Мордовия;ВН;472,96;
2016;3;Приволжский Федеральный округ;Республика Мордовия;НС;225,3;
2016;3;Приволжский Федеральный округ;Республика Татарстан;ВН;8018,52;
2016;3;Приволжский Федеральный округ;Республика Татарстан;НС;1669,11;
2016;3;Приволжский Федеральный округ;Самарская область;ВН;7095,1;
2016;3;Приволжский Федеральный округ;Самарская область;НС;1448,73;
2016;3;Приволжский Федеральный округ;Саратовская область;ВН;896,87;
2016;3;Приволжский Федеральный округ;Саратовская область;НС;555,28;
2016;3;Приволжский Федеральный округ;Удмуртская республика;ВН;531,39;
2016;3;Приволжский Федеральный округ;Удмуртская республика;НС;586,56;
2016;3;Приволжский Федеральный округ;Ульяновская область;ВН;661,78;
2016;3;Приволжский Федеральный округ;Ульяновская область;НС;329,92;
2016;3;Приволжский Федеральный округ;Чувашская республика;ВН;361,77;
2016;3;Приволжский Федеральный округ;Чувашская республика;НС;259,51;
2016;3;Северо-Западный Федеральный округ;Архангельская область;ВН;590,81;
2016;3;Северо-Западный Федеральный округ;Архангельская область;НС;733,49;
