Год;Квартал;Федеральный округ;Регион;Тип страхового взноса;Доходы от страховых взносов, млн. руб.;
2018;2;Северо-Западный Федеральный округ;Ненецкий автономный округ;НС;28,8;
2018;2;Северо-Западный Федеральный округ;Новгородская область;ВН;830,54;
2018;2;Северо-Западный Федеральный округ;Новгородская область;НС;180,69;
2018;2;Северо-Западный Федеральный округ;Псковская область;ВН;138,92;
2018;2;Северо-Западный Федеральный округ;Псковская область;НС;112,62;
2018;2;Северо-Западный Федеральный округ;Республика Карелия;ВН;227,9;
2018;2;Северо-Западный Федеральный округ;Республика Карелия;НС;137,67;
2018;2;Северо-Западный Федеральный округ;Республика Коми;ВН;550,5;
2018;2;Северо-Западный Федеральный округ;Республика Коми;НС;559,24;
2018;2;Северо-Западный Федеральный округ;Санкт-Петербург;ВН;6999,76;
2018;2;Северо-Западный Федеральный округ;Санкт-Петербург;НС;3895,78;
2018;2;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;ВН;102,54;
2018;2;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;НС;36,31;
2018;2;Северо-Кавказский Федеральный округ;Республика Дагестан;ВН;201,79;
2018;2;Северо-Кавказский Федеральный округ;Республика Дагестан;НС;108,66;
2018;2;Северо-Кавказский Федеральный округ;Республика Ингушетия;ВН;14,93;
2018;2;Северо-Кавказский Федеральный округ;Республика Ингушетия;НС;14,15;
2018;2;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;ВН;255,62;
2018;2;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;НС;44,71;
2018;2;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;ВН;115,49;
2018;2;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;НС;47,07;
2018;2;Северо-Кавказский Федеральный округ;Ставропольский край;ВН;649,57;
2018;2;Северо-Кавказский Федеральный округ;Ставропольский край;НС;352,8;
2018;2;Северо-Кавказский Федеральный округ;Чеченская республика;ВН;112,14;
2018;2;Северо-Кавказский Федеральный округ;Чеченская республика;НС;50,96;
2018;2;Сибирский Федеральный округ;Алтайский край;ВН;1933,15;
2018;2;Сибирский Федеральный округ;Алтайский край;НС;461,15;
2018;2;Сибирский Федеральный округ;Забайкальский край;ВН;428,36;
2018;2;Сибирский Федеральный округ;Забайкальский край;НС;266,12;
2018;2;Сибирский Федеральный округ;Иркутская область;ВН;1367,74;
2018;2;Сибирский Федеральный округ;Иркутская область;НС;985,14;
2018;2;Сибирский Федеральный округ;Кемеровская область;ВН;797,71;
2018;2;Сибирский Федеральный округ;Кемеровская область;НС;2057,18;
2018;2;Сибирский Федеральный округ;Красноярский край;ВН;1680,81;
2018;2;Сибирский Федеральный округ;Красноярский край;НС;1502,09;
2018;2;Сибирский Федеральный округ;Новосибирская область;ВН;5536,58;
2018;2;Сибирский Федеральный округ;Новосибирская область;НС;981,14;
2018;2;Сибирский Федеральный округ;Омская область;ВН;2205,31;
2018;2;Сибирский Федеральный округ;Омская область;НС;382,77;
2018;2;Сибирский Федеральный округ;Республика Алтай;ВН;215,25;
2018;2;Сибирский Федеральный округ;Республика Алтай;НС;31,86;
2018;2;Сибирский Федеральный округ;Республика Бурятия;ВН;938,23;
2018;2;Сибирский Федеральный округ;Республика Бурятия;НС;297,63;
2018;2;Сибирский Федеральный округ;Республика Тыва;ВН;78,69;
2018;2;Сибирский Федеральный округ;Республика Тыва;НС;156,65;
2018;2;Сибирский Федеральный округ;Республика Хакасия;ВН;135,84;
2018;2;Сибирский Федеральный округ;Республика Хакасия;НС;167,27;
2018;2;Сибирский Федеральный округ;Томская область;ВН;1821,92;
2018;2;Сибирский Федеральный округ;Томская область;НС;267,24;
2018;2;Уральский Федеральный округ;Курганская область;ВН;844,82;
2018;2;Уральский Федеральный округ;Курганская область;НС;203,79;
2018;2;Уральский Федеральный округ;Свердловская область;ВН;1694,39;
2018;2;Уральский Федеральный округ;Свердловская область;НС;1964,55;
2018;2;Уральский Федеральный округ;Тюменская область;ВН;994,99;
2018;2;Уральский Федеральный округ;Тюменская область;НС;508,95;
2018;2;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;ВН;2155,35;
2018;2;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;НС;1243,79;
2018;2;Уральский Федеральный округ;Челябинская область;ВН;1206,01;
2018;2;Уральский Федеральный округ;Челябинская область;НС;1252,1;
2018;2;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;ВН;1534,68;
2018;2;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;НС;516,99;
2018;2;Центральный Федеральный округ;Белгородская область;ВН;2136,18;
2018;2;Центральный Федеральный округ;Белгородская область;НС;617,77;
2018;2;Центральный Федеральный округ;Брянская область;ВН;1097,23;
2018;2;Центральный Федеральный округ;Брянская область;НС;249,59;
2018;2;Центральный Федеральный округ;Владимирская область;ВН;420,32;
2018;2;Центральный Федеральный округ;Владимирская область;НС;367,58;
2018;2;Центральный Федеральный округ;Воронежская область;ВН;936,14;
2018;2;Центральный Федеральный округ;Воронежская область;НС;630,95;
2018;2;Центральный Федеральный округ;Ивановская область;ВН;209,38;
2018;2;Центральный Федеральный округ;Ивановская область;НС;130,74;
2018;2;Центральный Федеральный округ;Калужская область;ВН;1656,27;
2018;2;Центральный Федеральный округ;Калужская область;НС;458,41;
2018;2;Центральный Федеральный округ;Костромская область;ВН;153,29;
2018;2;Центральный Федеральный округ;Костромская область;НС;123,09;
2018;2;Центральный Федеральный округ;Курская область;ВН;387,54;
2018;2;Центральный Федеральный округ;Курская область;НС;251,52;
2018;2;Центральный Федеральный округ;Липецкая область;ВН;1448,71;
2018;2;Центральный Федеральный округ;Липецкая область;НС;474,82;
2018;2;Центральный Федеральный округ;Москва;ВН;24662,29;
2018;2;Центральный Федеральный округ;Москва;НС;9237,55;
2018;2;Центральный Федеральный округ;Московская область;ВН;5148,56;
2018;2;Центральный Федеральный округ;Московская область;НС;2963,23;
2018;2;Центральный Федеральный округ;Орловская область;ВН;770,76;
2018;2;Центральный Федеральный округ;Орловская область;НС;154,01;
2018;2;Центральный Федеральный округ;Рязанская область;ВН;417,92;
2018;2;Центральный Федеральный округ;Рязанская область;НС;250,46;
2018;2;Центральный Федеральный округ;Смоленская область;ВН;311,23;
2018;2;Центральный Федеральный округ;Смоленская область;НС;184,9;
2018;2;Центральный Федеральный округ;Тамбовская область;ВН;880,8;
2018;2;Центральный Федеральный округ;Тамбовская область;НС;204,22;
2018;2;Центральный Федеральный округ;Тверская область;ВН;384,58;
2018;2;Центральный Федеральный округ;Тверская область;НС;332,07;
2018;2;Центральный Федеральный округ;Тульская область;ВН;516,33;
2018;2;Центральный Федеральный округ;Тульская область;НС;412,95;
2018;2;Центральный Федеральный округ;Ярославская область;ВН;402,72;
2018;2;Центральный Федеральный округ;Ярославская область;НС;428,58;
2018;2;Южный Федеральный округ;Астраханская область;ВН;952,02;
2018;2;Южный Федеральный округ;Астраханская область;НС;143,54;
2018;2;Южный Федеральный округ;Волгоградская область;ВН;696,85;
2018;2;Южный Федеральный округ;Волгоградская область;НС;470,31;
2018;2;Южный Федеральный округ;Краснодарский край;ВН;2163,57;
2018;2;Южный Федеральный округ;Краснодарский край;НС;1123,78;
2018;2;Южный Федеральный округ;Республика Адыгея;ВН;293,03;
2018;2;Южный Федеральный округ;Республика Адыгея;НС;43,98;
2018;2;Южный Федеральный округ;Республика Калмыкия;ВН;159,76;
2018;2;Южный Федеральный округ;Республика Калмыкия;НС;31,11;
2018;2;Южный Федеральный округ;Республика Крым;ВН;1685,05;
2018;2;Южный Федеральный округ;Республика Крым;НС;288,26;
2018;2;Южный Федеральный округ;Ростовская область;ВН;4780,66;
2018;2;Южный Федеральный округ;Ростовская область;НС;1248,03;
2018;2;Южный Федеральный округ;Севастополь;ВН;410,97;
2018;2;Южный Федеральный округ;Севастополь;НС;74,58;
2018;3;Дальневосточный Федеральный округ;Амурская область;ВН;1839,5;
2018;3;Дальневосточный Федеральный округ;Амурская область;НС;510,92;
2018;3;Дальневосточный Федеральный округ;Еврейская автономная область;ВН;241,55;
2018;3;Дальневосточный Федеральный округ;Еврейская автономная область;НС;62,41;
2018;3;Дальневосточный Федеральный округ;Камчатский край;ВН;667,77;
2018;3;Дальневосточный Федеральный округ;Камчатский край;НС;330,98;
2018;3;Дальневосточный Федеральный округ;Магаданская область;ВН;997,42;
2018;3;Дальневосточный Федеральный округ;Магаданская область;НС;483,73;
2018;3;Дальневосточный Федеральный округ;Приморский край;ВН;4709,95;
2018;3;Дальневосточный Федеральный округ;Приморский край;НС;1035,17;
2018;3;Дальневосточный Федеральный округ;Республика Саха (Якутия);ВН;1154,77;
2018;3;Дальневосточный Федеральный округ;Республика Саха (Якутия);НС;1118,17;
2018;3;Дальневосточный Федеральный округ;Сахалинская область;ВН;897,5;
2018;3;Дальневосточный Федеральный округ;Сахалинская область;НС;504,63;
2018;3;Дальневосточный Федеральный округ;Хабаровский край;ВН;5060,87;
2018;3;Дальневосточный Федеральный округ;Хабаровский край;НС;1350,45;
2018;3;Дальневосточный Федеральный округ;Чукотский автономный округ;ВН;220,36;
2018;3;Дальневосточный Федеральный округ;Чукотский автономный округ;НС;259,27;
2018;3;Приволжский Федеральный округ;Кировская область;ВН;485,07;
2018;3;Приволжский Федеральный округ;Кировская область;НС;460,08;
2018;3;Приволжский Федеральный округ;Нижегородская область;ВН;8812,35;
2018;3;Приволжский Федеральный округ;Нижегородская область;НС;1876,02;
2018;3;Приволжский Федеральный округ;Оренбургская область;ВН;837,37;
2018;3;Приволжский Федеральный округ;Оренбургская область;НС;828,22;
2018;3;Приволжский Федеральный округ;Пензенская область;ВН;554,7;
2018;3;Приволжский Федеральный округ;Пензенская область;НС;330,91;
2018;3;Приволжский Федеральный округ;Пермский край;ВН;1256,62;
2018;3;Приволжский Федеральный округ;Пермский край;НС;1184,64;
2018;3;Приволжский Федеральный округ;Республика Башкортостан;ВН;1576,9;
2018;3;Приволжский Федеральный округ;Республика Башкортостан;НС;1435,99;
2018;3;Приволжский Федеральный округ;Республика Марий Эл;ВН;226,56;
2018;3;Приволжский Федеральный округ;Республика Марий Эл;НС;216,64;
2018;3;Приволжский Федеральный округ;Республика Мордовия;ВН;1240,92;
2018;3;Приволжский Федеральный округ;Республика Мордовия;НС;273,59;
2018;3;Приволжский Федеральный округ;Республика Татарстан;ВН;9453,26;
2018;3;Приволжский Федеральный округ;Республика Татарстан;НС;1914,55;
2018;3;Приволжский Федеральный округ;Самарская область;ВН;9485,74;
2018;3;Приволжский Федеральный округ;Самарская область;НС;1781,75;
2018;3;Приволжский Федеральный округ;Саратовская область;ВН;1187,79;
2018;3;Приволжский Федеральный округ;Саратовская область;НС;656,61;
2018;3;Приволжский Федеральный округ;Удмуртская республика;ВН;702,62;
2018;3;Приволжский Федеральный округ;Удмуртская республика;НС;687,15;
2018;3;Приволжский Федеральный округ;Ульяновская область;ВН;1965,02;
2018;3;Приволжский Федеральный округ;Ульяновская область;НС;422,54;
2018;3;Приволжский Федеральный округ;Чувашская республика;ВН;481,1;
2018;3;Приволжский Федеральный округ;Чувашская республика;НС;329,98;
2018;3;Северо-Западный Федеральный округ;Архангельская область;ВН;656,98;
2018;3;Северо-Западный Федеральный округ;Архангельская область;НС;1027,62;
2018;3;Северо-Западный Федеральный округ;Вологодская область;ВН;2837,96;
2018;3;Северо-Западный Федеральный округ;Вологодская область;НС;858,52;
2018;3;Северо-Западный Федеральный округ;Калининградская область;ВН;1989,45;
2018;3;Северо-Западный Федеральный округ;Калининградская область;НС;403,39;
2018;3;Северо-Западный Федеральный округ;Ленинградская область;ВН;1187,27;
2018;3;Северо-Западный Федеральный округ;Ленинградская область;НС;1051,49;
2018;3;Северо-Западный Федеральный округ;Мурманская область;ВН;737,08;
2018;3;Северо-Западный Федеральный округ;Мурманская область;НС;552,72;
2018;3;Северо-Западный Федеральный округ;Ненецкий автономный округ;ВН;62,05;
2018;3;Северо-Западный Федеральный округ;Ненецкий автономный округ;НС;44,22;
2018;3;Северо-Западный Федеральный округ;Новгородская область;ВН;1280,02;
2018;3;Северо-Западный Федеральный округ;Новгородская область;НС;275,91;
2018;3;Северо-Западный Федеральный округ;Псковская область;ВН;221,32;
2018;3;Северо-Западный Федеральный округ;Псковская область;НС;169,23;
2018;3;Северо-Западный Федеральный округ;Республика Карелия;ВН;535,84;
2018;3;Северо-Западный Федеральный округ;Республика Карелия;НС;234,04;
2018;3;Северо-Западный Федеральный округ;Республика Коми;ВН;717,78;
2018;3;Северо-Западный Федеральный округ;Республика Коми;НС;816,4;
2018;3;Северо-Западный Федеральный округ;Санкт-Петербург;ВН;10597,47;
2018;3;Северо-Западный Федеральный округ;Санкт-Петербург;НС;5859,76;
2018;3;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;ВН;228,07;
2018;3;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;НС;58,32;
2018;3;Северо-Кавказский Федеральный округ;Республика Дагестан;ВН;312,66;
2018;3;Северо-Кавказский Федеральный округ;Республика Дагестан;НС;161,91;
2018;3;Северо-Кавказский Федеральный округ;Республика Ингушетия;ВН;25,65;
2018;3;Северо-Кавказский Федеральный округ;Республика Ингушетия;НС;22,77;
2018;3;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;ВН;394,56;
2018;3;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;НС;70,06;
2018;3;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;ВН;257,5;
2018;3;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;НС;71,63;
2018;3;Северо-Кавказский Федеральный округ;Ставропольский край;ВН;1035,23;
2018;3;Северо-Кавказский Федеральный округ;Ставропольский край;НС;570,91;
2018;3;Северо-Кавказский Федеральный округ;Чеченская республика;ВН;170,42;
2018;3;Северо-Кавказский Федеральный округ;Чеченская республика;НС;79,01;
2018;3;Сибирский Федеральный округ;Алтайский край;ВН;3013,07;
2018;3;Сибирский Федеральный округ;Алтайский край;НС;729,53;
2018;3;Сибирский Федеральный округ;Забайкальский край;ВН;679,41;
2018;3;Сибирский Федеральный округ;Забайкальский край;НС;451,37;
2018;3;Сибирский Федеральный округ;Иркутская область;ВН;2044,31;
2018;3;Сибирский Федеральный округ;Иркутская область;НС;1516,71;
2018;3;Сибирский Федеральный округ;Кемеровская область;ВН;1242,84;
2018;3;Сибирский Федеральный округ;Кемеровская область;НС;3166,78;
2018;3;Сибирский Федеральный округ;Красноярский край;ВН;2433,15;
2018;3;Сибирский Федеральный округ;Красноярский край;НС;2221,24;
2018;3;Сибирский Федеральный округ;Новосибирская область;ВН;8403,22;
2018;3;Сибирский Федеральный округ;Новосибирская область;НС;1518,38;
2018;3;Сибирский Федеральный округ;Омская область;ВН;3323,1;
2018;3;Сибирский Федеральный округ;Омская область;НС;585,02;
2018;3;Сибирский Федеральный округ;Республика Алтай;ВН;330,92;
2018;3;Сибирский Федеральный округ;Республика Алтай;НС;49,68;
2018;3;Сибирский Федеральный округ;Республика Бурятия;ВН;1419,0;
2018;3;Сибирский Федеральный округ;Республика Бурятия;НС;455,82;
2018;3;Сибирский Федеральный округ;Республика Тыва;ВН;181,74;
2018;3;Сибирский Федеральный округ;Республика Тыва;НС;256,33;
2018;3;Сибирский Федеральный округ;Республика Хакасия;ВН;207,73;
2018;3;Сибирский Федеральный округ;Республика Хакасия;НС;252,43;
2018;3;Сибирский Федеральный округ;Томская область;ВН;2760,28;
2018;3;Сибирский Федеральный округ;Томская область;НС;416,24;
2018;3;Уральский Федеральный округ;Курганская область;ВН;1307,27;
2018;3;Уральский Федеральный округ;Курганская область;НС;300,28;
2018;3;Уральский Федеральный округ;Свердловская область;ВН;2606,14;
2018;3;Уральский Федеральный округ;Свердловская область;НС;3023,59;
2018;3;Уральский Федеральный округ;Тюменская область;ВН;1397,24;
2018;3;Уральский Федеральный округ;Тюменская область;НС;785,71;
2018;3;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;ВН;3096,34;
2018;3;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;НС;1838,61;
2018;3;Уральский Федеральный округ;Челябинская область;ВН;1915,0;
2018;3;Уральский Федеральный округ;Челябинская область;НС;1887,31;
2018;3;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;ВН;1867,13;
2018;3;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;НС;779,03;
2018;3;Центральный Федеральный округ;Белгородская область;ВН;3331,49;
2018;3;Центральный Федеральный округ;Белгородская область;НС;948,4;
2018;3;Центральный Федеральный округ;Брянская область;ВН;1701,48;
2018;3;Центральный Федеральный округ;Брянская область;НС;394,1;
2018;3;Центральный Федеральный округ;Владимирская область;ВН;675,28;
2018;3;Центральный Федеральный округ;Владимирская область;НС;553,46;
2018;3;Центральный Федеральный округ;Воронежская область;ВН;1469,94;
2018;3;Центральный Федеральный округ;Воронежская область;НС;959,41;
2018;3;Центральный Федеральный округ;Ивановская область;ВН;324,37;
2018;3;Центральный Федеральный округ;Ивановская область;НС;198,66;
2018;3;Центральный Федеральный округ;Калужская область;ВН;2504,07;
2018;3;Центральный Федеральный округ;Калужская область;НС;698,76;
2018;3;Центральный Федеральный округ;Костромская область;ВН;418,14;
2018;3;Центральный Федеральный округ;Костромская область;НС;196,88;
2018;3;Центральный Федеральный округ;Курская область;ВН;877,11;
2018;3;Центральный Федеральный округ;Курская область;НС;393,43;
2018;3;Центральный Федеральный округ;Липецкая область;ВН;2211,66;
2018;3;Центральный Федеральный округ;Липецкая область;НС;718,07;
2018;3;Центральный Федеральный округ;Москва;ВН;34196,35;
2018;3;Центральный Федеральный округ;Москва;НС;14228,9;
2018;3;Центральный Федеральный округ;Московская область;ВН;7728,71;
2018;3;Центральный Федеральный округ;Московская область;НС;4500,58;
2018;3;Центральный Федеральный округ;Орловская область;ВН;1196,23;
2018;3;Центральный Федеральный округ;Орловская область;НС;239,49;
2018;3;Центральный Федеральный округ;Рязанская область;ВН;656,55;
2018;3;Центральный Федеральный округ;Рязанская область;НС;387,86;
2018;3;Центральный Федеральный округ;Смоленская область;ВН;479,75;
2018;3;Центральный Федеральный округ;Смоленская область;НС;286,95;
2018;3;Центральный Федеральный округ;Тамбовская область;ВН;1393,02;
2018;3;Центральный Федеральный округ;Тамбовская область;НС;325,39;
2018;3;Центральный Федеральный округ;Тверская область;ВН;607,1;
2018;3;Центральный Федеральный округ;Тверская область;НС;522,52;
2018;3;Центральный Федеральный округ;Тульская область;ВН;818,39;
2018;3;Центральный Федеральный округ;Тульская область;НС;661,84;
2018;3;Центральный Федеральный округ;Ярославская область;ВН;651,6;
2018;3;Центральный Федеральный округ;Ярославская область;НС;682,42;
2018;3;Южный Федеральный округ;Астраханская область;ВН;1432,36;
2018;3;Южный Федеральный округ;Астраханская область;НС;222,06;
2018;3;Южный Федеральный округ;Волгоградская область;ВН;1011,85;
2018;3;Южный Федеральный округ;Волгоградская область;НС;728,2;
2018;3;Южный Федеральный округ;Краснодарский край;ВН;3353,94;
2018;3;Южный Федеральный округ;Краснодарский край;НС;1770,55;
2018;3;Южный Федеральный округ;Республика Адыгея;ВН;448,82;
2018;3;Южный Федеральный округ;Республика Адыгея;НС;68,53;
2018;3;Южный Федеральный округ;Республика Калмыкия;ВН;251,64;
2018;3;Южный Федеральный округ;Республика Калмыкия;НС;50,95;
2018;3;Южный Федеральный округ;Республика Крым;ВН;2641,71;
2018;3;Южный Федеральный округ;Республика Крым;НС;454,86;
2018;3;Южный Федеральный округ;Ростовская область;ВН;7503,07;
2018;3;Южный Федеральный округ;Ростовская область;НС;1864,92;
2018;3;Южный Федеральный округ;Севастополь;ВН;654,09;
2018;3;Южный Федеральный округ;Севастополь;НС;118,12;
2018;4;Дальневосточный Федеральный округ;Амурская область;ВН;2556,21;
2018;4;Дальневосточный Федеральный округ;Амурская область;НС;714,38;
2018;4;Дальневосточный Федеральный округ;Еврейская автономная область;ВН;333,36;
2018;4;Дальневосточный Федеральный округ;Еврейская автономная область;НС;85,08;
2018;4;Дальневосточный Федеральный округ;Камчатский край;ВН;863,86;
2018;4;Дальневосточный Федеральный округ;Камчатский край;НС;459,08;
2018;4;Дальневосточный Федеральный округ;Магаданская область;ВН;1258,2;
2018;4;Дальневосточный Федеральный округ;Магаданская область;НС;749,01;
2018;4;Дальневосточный Федеральный округ;Приморский край;ВН;6495,65;
2018;4;Дальневосточный Федеральный округ;Приморский край;НС;1419,78;
2018;4;Дальневосточный Федеральный округ;Республика Саха (Якутия);ВН;1453,28;
2018;4;Дальневосточный Федеральный округ;Республика Саха (Якутия);НС;1611,35;
2018;4;Дальневосточный Федеральный округ;Сахалинская область;ВН;1136,75;
2018;4;Дальневосточный Федеральный округ;Сахалинская область;НС;697,9;
2018;4;Дальневосточный Федеральный округ;Хабаровский край;ВН;6655,47;
2018;4;Дальневосточный Федеральный округ;Хабаровский край;НС;1818,99;
2018;4;Дальневосточный Федеральный округ;Чукотский автономный округ;ВН;250,4;
2018;4;Дальневосточный Федеральный округ;Чукотский автономный округ;НС;354,33;
2018;4;Приволжский Федеральный округ;Кировская область;ВН;648,39;
2018;4;Приволжский Федеральный округ;Кировская область;НС;614,33;
2018;4;Приволжский Федеральный округ;Нижегородская область;ВН;11885,59;
2018;4;Приволжский Федеральный округ;Нижегородская область;НС;2580,68;
2018;4;Приволжский Федеральный округ;Оренбургская область;ВН;1096,52;
2018;4;Приволжский Федеральный округ;Оренбургская область;НС;1045,6;
2018;4;Приволжский Федеральный округ;Пензенская область;ВН;788,01;
2018;4;Приволжский Федеральный округ;Пензенская область;НС;440,96;
2018;4;Приволжский Федеральный округ;Пермский край;ВН;1666,58;
2018;4;Приволжский Федеральный округ;Пермский край;НС;1598,07;
2018;4;Приволжский Федеральный округ;Республика Башкортостан;ВН;2126,56;
2018;4;Приволжский Федеральный округ;Республика Башкортостан;НС;1859,61;
2018;4;Приволжский Федеральный округ;Республика Марий Эл;ВН;310,04;
2018;4;Приволжский Федеральный округ;Республика Марий Эл;НС;271,04;
2018;4;Приволжский Федеральный округ;Республика Мордовия;ВН;1689,75;
2018;4;Приволжский Федеральный округ;Республика Мордовия;НС;376,95;
2018;4;Приволжский Федеральный округ;Республика Татарстан;ВН;12950,2;
2018;4;Приволжский Федеральный округ;Республика Татарстан;НС;2611,4;
2018;4;Приволжский Федеральный округ;Самарская область;ВН;13155,14;
2018;4;Приволжский Федеральный округ;Самарская область;НС;2490,07;
2018;4;Приволжский Федеральный округ;Саратовская область;ВН;1661,09;
2018;4;Приволжский Федеральный округ;Саратовская область;НС;892,94;
2018;4;Приволжский Федеральный округ;Удмуртская республика;ВН;944,01;
2018;4;Приволжский Федеральный округ;Удмуртская республика;НС;921,0;
2018;4;Приволжский Федеральный округ;Ульяновская область;ВН;2660,84;
2018;4;Приволжский Федеральный округ;Ульяновская область;НС;570,3;
2018;4;Приволжский Федеральный округ;Чувашская республика;ВН;681,41;
2018;4;Приволжский Федеральный округ;Чувашская республика;НС;449,68;
2018;4;Северо-Западный Федеральный округ;Архангельская область;ВН;874,77;
2018;4;Северо-Западный Федеральный округ;Архангельская область;НС;1305,81;
2018;4;Северо-Западный Федеральный округ;Вологодская область;ВН;3870,32;
2018;4;Северо-Западный Федеральный округ;Вологодская область;НС;1122,15;
2018;4;Северо-Западный Федеральный округ;Калининградская область;ВН;2764,64;
2018;4;Северо-Западный Федеральный округ;Калининградская область;НС;556,32;
2018;4;Северо-Западный Федеральный округ;Ленинградская область;ВН;1563,22;
2018;4;Северо-Западный Федеральный округ;Ленинградская область;НС;1378,82;
2018;4;Северо-Западный Федеральный округ;Мурманская область;ВН;914,12;
2018;4;Северо-Западный Федеральный округ;Мурманская область;НС;704,7;
2018;4;Северо-Западный Федеральный округ;Ненецкий автономный округ;ВН;71,42;
2018;4;Северо-Западный Федеральный округ;Ненецкий автономный округ;НС;61,79;
2018;4;Северо-Западный Федеральный округ;Новгородская область;ВН;1737,28;
2018;4;Северо-Западный Федеральный округ;Новгородская область;НС;374,06;
2018;4;Северо-Западный Федеральный округ;Псковская область;ВН;324,35;
2018;4;Северо-Западный Федеральный округ;Псковская область;НС;226,91;
2018;4;Северо-Западный Федеральный округ;Республика Карелия;ВН;967,76;
2018;4;Северо-Западный Федеральный округ;Республика Карелия;НС;338,42;
2018;4;Северо-Западный Федеральный округ;Республика Коми;ВН;872,83;
2018;4;Северо-Западный Федеральный округ;Республика Коми;НС;964,87;
2018;4;Северо-Западный Федеральный округ;Санкт-Петербург;ВН;13507,68;
2018;4;Северо-Западный Федеральный округ;Санкт-Петербург;НС;7848,96;
2018;4;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;ВН;429,48;
2018;4;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;НС;82,91;
2018;4;Северо-Кавказский Федеральный округ;Республика Дагестан;ВН;445,43;
2018;4;Северо-Кавказский Федеральный округ;Республика Дагестан;НС;229,6;
2018;4;Северо-Кавказский Федеральный округ;Республика Ингушетия;ВН;36,88;
2018;4;Северо-Кавказский Федеральный округ;Республика Ингушетия;НС;30,76;
2018;4;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;ВН;540,89;
2018;4;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;НС;95,13;
2018;4;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;ВН;464,03;
2018;4;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;НС;98,48;
2018;4;Северо-Кавказский Федеральный округ;Ставропольский край;ВН;1429,05;
2018;4;Северо-Кавказский Федеральный округ;Ставропольский край;НС;785,29;
2018;4;Северо-Кавказский Федеральный округ;Чеченская республика;ВН;244,13;
2018;4;Северо-Кавказский Федеральный округ;Чеченская республика;НС;114,36;
2018;4;Сибирский Федеральный округ;Алтайский край;ВН;4304,66;
2018;4;Сибирский Федеральный округ;Алтайский край;НС;999,37;
2018;4;Сибирский Федеральный округ;Забайкальский край;ВН;906,06;
2018;4;Сибирский Федеральный округ;Забайкальский край;НС;676,7;
2018;4;Сибирский Федеральный округ;Иркутская область;ВН;2624,87;
2018;4;Сибирский Федеральный округ;Иркутская область;НС;2031,73;
2018;4;Сибирский Федеральный округ;Кемеровская область;ВН;1634,41;
2018;4;Сибирский Федеральный округ;Кемеровская область;НС;4002,87;
2018;4;Сибирский Федеральный округ;Красноярский край;ВН;3037,39;
2018;4;Сибирский Федеральный округ;Красноярский край;НС;2762,77;
2018;4;Сибирский Федеральный округ;Новосибирская область;ВН;11529,32;
2018;4;Сибирский Федеральный округ;Новосибирская область;НС;2141,27;
2018;4;Сибирский Федеральный округ;Омская область;ВН;4500,41;
2018;4;Сибирский Федеральный округ;Омская область;НС;821,25;
2018;4;Сибирский Федеральный округ;Республика Алтай;ВН;475,37;
2018;4;Сибирский Федеральный округ;Республика Алтай;НС;70,35;
2018;4;Сибирский Федеральный округ;Республика Бурятия;ВН;1998,51;
2018;4;Сибирский Федеральный округ;Республика Бурятия;НС;639,96;
2018;4;Сибирский Федеральный округ;Республика Тыва;ВН;380,26;
2018;4;Сибирский Федеральный округ;Республика Тыва;НС;332,79;
2018;4;Сибирский Федеральный округ;Республика Хакасия;ВН;280,23;
2018;4;Сибирский Федеральный округ;Республика Хакасия;НС;337,32;
2018;4;Сибирский Федеральный округ;Томская область;ВН;3718,3;
