Год;Месяц;Федеральный округ;Регион;Тип талона;Количество оплаченных талонов РС всех типов, шт.;
2015;1;Дальневосточный Федеральный округ;Амурская область;Талон №1;724,0;
2015;1;Дальневосточный Федеральный округ;Амурская область;Талон №2;820,0;
2015;1;Дальневосточный Федеральный округ;Амурская область;Талон №3-1;611,0;
2015;1;Дальневосточный Федеральный округ;Амурская область;Талон №3-2;597,0;
2015;1;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №1;170,0;
2015;1;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №2;191,0;
2015;1;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №3-1;43,0;
2015;1;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №3-2;50,0;
2015;1;Дальневосточный Федеральный округ;Камчатский край;Талон №1;279,0;
2015;1;Дальневосточный Федеральный округ;Камчатский край;Талон №2;279,0;
2015;1;Дальневосточный Федеральный округ;Камчатский край;Талон №3-1;110,0;
2015;1;Дальневосточный Федеральный округ;Камчатский край;Талон №3-2;49,0;
2015;1;Дальневосточный Федеральный округ;Магаданская область;Талон №1;138,0;
2015;1;Дальневосточный Федеральный округ;Магаданская область;Талон №2;154,0;
2015;1;Дальневосточный Федеральный округ;Магаданская область;Талон №3-1;98,0;
2015;1;Дальневосточный Федеральный округ;Магаданская область;Талон №3-2;107,0;
2015;1;Дальневосточный Федеральный округ;Приморский край;Талон №1;1632,0;
2015;1;Дальневосточный Федеральный округ;Приморский край;Талон №2;1845,0;
2015;1;Дальневосточный Федеральный округ;Приморский край;Талон №3-1;582,0;
2015;1;Дальневосточный Федеральный округ;Приморский край;Талон №3-2;385,0;
2015;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Талон №1;1208,0;
2015;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Талон №2;1385,0;
2015;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Талон №3-1;291,0;
2015;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Талон №3-2;273,0;
2015;1;Дальневосточный Федеральный округ;Сахалинская область;Талон №1;437,0;
2015;1;Дальневосточный Федеральный округ;Сахалинская область;Талон №2;533,0;
2015;1;Дальневосточный Федеральный округ;Сахалинская область;Талон №3-1;141,0;
2015;1;Дальневосточный Федеральный округ;Сахалинская область;Талон №3-2;94,0;
2015;1;Дальневосточный Федеральный округ;Хабаровский край;Талон №1;1213,0;
2015;1;Дальневосточный Федеральный округ;Хабаровский край;Талон №2;1285,0;
2015;1;Дальневосточный Федеральный округ;Хабаровский край;Талон №3-1;848,0;
2015;1;Дальневосточный Федеральный округ;Хабаровский край;Талон №3-2;712,0;
2015;1;Дальневосточный Федеральный округ;Чукотский автономный округ;Талон №1;35,0;
2015;1;Дальневосточный Федеральный округ;Чукотский автономный округ;Талон №2;60,0;
2015;1;Дальневосточный Федеральный округ;Чукотский автономный округ;Талон №3-1;35,0;
2015;1;Приволжский Федеральный округ;Кировская область;Талон №1;1266,0;
2015;1;Приволжский Федеральный округ;Кировская область;Талон №2;1336,0;
2015;1;Приволжский Федеральный округ;Кировская область;Талон №3-1;1001,0;
2015;1;Приволжский Федеральный округ;Кировская область;Талон №3-2;973,0;
2015;1;Приволжский Федеральный округ;Нижегородская область;Талон №1;2670,0;
2015;1;Приволжский Федеральный округ;Нижегородская область;Талон №2;2972,0;
2015;1;Приволжский Федеральный округ;Нижегородская область;Талон №3-1;2384,0;
2015;1;Приволжский Федеральный округ;Нижегородская область;Талон №3-2;2366,0;
2015;1;Приволжский Федеральный округ;Оренбургская область;Талон №1;2121,0;
2015;1;Приволжский Федеральный округ;Оренбургская область;Талон №2;2187,0;
2015;1;Приволжский Федеральный округ;Оренбургская область;Талон №3-1;1809,0;
2015;1;Приволжский Федеральный округ;Оренбургская область;Талон №3-2;1728,0;
2015;1;Приволжский Федеральный округ;Пензенская область;Талон №1;1004,0;
2015;1;Приволжский Федеральный округ;Пензенская область;Талон №2;1099,0;
2015;1;Приволжский Федеральный округ;Пензенская область;Талон №3-1;826,0;
2015;1;Приволжский Федеральный округ;Пензенская область;Талон №3-2;711,0;
2015;1;Приволжский Федеральный округ;Пермский край;Талон №1;2860,0;
2015;1;Приволжский Федеральный округ;Пермский край;Талон №2;3017,0;
2015;1;Приволжский Федеральный округ;Пермский край;Талон №3-1;2343,0;
2015;1;Приволжский Федеральный округ;Пермский край;Талон №3-2;2232,0;
2015;1;Приволжский Федеральный округ;Республика Башкортостан;Талон №1;4455,0;
2015;1;Приволжский Федеральный округ;Республика Башкортостан;Талон №2;4588,0;
2015;1;Приволжский Федеральный округ;Республика Башкортостан;Талон №3-1;3799,0;
2015;1;Приволжский Федеральный округ;Республика Башкортостан;Талон №3-2;3825,0;
2015;1;Приволжский Федеральный округ;Республика Марий Эл;Талон №1;721,0;
2015;1;Приволжский Федеральный округ;Республика Марий Эл;Талон №2;766,0;
2015;1;Приволжский Федеральный округ;Республика Марий Эл;Талон №3-1;63,0;
2015;1;Приволжский Федеральный округ;Республика Марий Эл;Талон №3-2;130,0;
2015;1;Приволжский Федеральный округ;Республика Мордовия;Талон №1;565,0;
2015;1;Приволжский Федеральный округ;Республика Мордовия;Талон №2;609,0;
2015;1;Приволжский Федеральный округ;Республика Мордовия;Талон №3-1;349,0;
2015;1;Приволжский Федеральный округ;Республика Мордовия;Талон №3-2;347,0;
2015;1;Приволжский Федеральный округ;Республика Татарстан;Талон №1;4276,0;
2015;1;Приволжский Федеральный округ;Республика Татарстан;Талон №2;4533,0;
2015;1;Приволжский Федеральный округ;Республика Татарстан;Талон №3-1;3343,0;
2015;1;Приволжский Федеральный округ;Республика Татарстан;Талон №3-2;3127,0;
2015;1;Приволжский Федеральный округ;Самарская область;Талон №1;2605,0;
2015;1;Приволжский Федеральный округ;Самарская область;Талон №2;2769,0;
2015;1;Приволжский Федеральный округ;Самарская область;Талон №3-1;2021,0;
2015;1;Приволжский Федеральный округ;Самарская область;Талон №3-2;1902,0;
2015;1;Приволжский Федеральный округ;Саратовская область;Талон №1;1908,0;
2015;1;Приволжский Федеральный округ;Саратовская область;Талон №2;2025,0;
2015;1;Приволжский Федеральный округ;Саратовская область;Талон №3-1;1463,0;
2015;1;Приволжский Федеральный округ;Саратовская область;Талон №3-2;1377,0;
2015;1;Приволжский Федеральный округ;Удмуртская республика;Талон №1;1868,0;
2015;1;Приволжский Федеральный округ;Удмуртская республика;Талон №2;1978,0;
2015;1;Приволжский Федеральный округ;Удмуртская республика;Талон №3-1;1565,0;
2015;1;Приволжский Федеральный округ;Удмуртская республика;Талон №3-2;1436,0;
2015;1;Приволжский Федеральный округ;Ульяновская область;Талон №1;1153,0;
2015;1;Приволжский Федеральный округ;Ульяновская область;Талон №2;1261,0;
2015;1;Приволжский Федеральный округ;Ульяновская область;Талон №3-1;814,0;
2015;1;Приволжский Федеральный округ;Ульяновская область;Талон №3-2;712,0;
2015;1;Приволжский Федеральный округ;Чувашская республика;Талон №1;1349,0;
2015;1;Приволжский Федеральный округ;Чувашская республика;Талон №2;1416,0;
2015;1;Приволжский Федеральный округ;Чувашская республика;Талон №3-1;1100,0;
2015;1;Приволжский Федеральный округ;Чувашская республика;Талон №3-2;1063,0;
2015;1;Северо-Западный Федеральный округ;Архангельская область;Талон №1;989,0;
2015;1;Северо-Западный Федеральный округ;Архангельская область;Талон №2;976,0;
2015;1;Северо-Западный Федеральный округ;Архангельская область;Талон №3-1;725,0;
2015;1;Северо-Западный Федеральный округ;Архангельская область;Талон №3-2;661,0;
2015;1;Северо-Западный Федеральный округ;Вологодская область;Талон №1;1197,0;
2015;1;Северо-Западный Федеральный округ;Вологодская область;Талон №2;1274,0;
2015;1;Северо-Западный Федеральный округ;Вологодская область;Талон №3-1;1048,0;
2015;1;Северо-Западный Федеральный округ;Вологодская область;Талон №3-2;988,0;
2015;1;Северо-Западный Федеральный округ;Калининградская область;Талон №1;873,0;
2015;1;Северо-Западный Федеральный округ;Калининградская область;Талон №2;967,0;
2015;1;Северо-Западный Федеральный округ;Калининградская область;Талон №3-1;824,0;
2015;1;Северо-Западный Федеральный округ;Калининградская область;Талон №3-2;786,0;
2015;1;Северо-Западный Федеральный округ;Ленинградская область;Талон №1;1017,0;
2015;1;Северо-Западный Федеральный округ;Ленинградская область;Талон №2;1060,0;
2015;1;Северо-Западный Федеральный округ;Ленинградская область;Талон №3-1;236,0;
2015;1;Северо-Западный Федеральный округ;Ленинградская область;Талон №3-2;209,0;
2015;1;Северо-Западный Федеральный округ;Мурманская область;Талон №1;763,0;
2015;1;Северо-Западный Федеральный округ;Мурманская область;Талон №2;764,0;
2015;1;Северо-Западный Федеральный округ;Мурманская область;Талон №3-1;533,0;
2015;1;Северо-Западный Федеральный округ;Мурманская область;Талон №3-2;416,0;
2015;1;Северо-Западный Федеральный округ;Ненецкий автономный округ;Талон №1;43,0;
2015;1;Северо-Западный Федеральный округ;Ненецкий автономный округ;Талон №2;48,0;
2015;1;Северо-Западный Федеральный округ;Ненецкий автономный округ;Талон №3-1;20,0;
2015;1;Северо-Западный Федеральный округ;Ненецкий автономный округ;Талон №3-2;21,0;
2015;1;Северо-Западный Федеральный округ;Новгородская область;Талон №1;502,0;
2015;1;Северо-Западный Федеральный округ;Новгородская область;Талон №2;572,0;
2015;1;Северо-Западный Федеральный округ;Новгородская область;Талон №3-1;366,0;
2015;1;Северо-Западный Федеральный округ;Новгородская область;Талон №3-2;293,0;
2015;1;Северо-Западный Федеральный округ;Псковская область;Талон №1;531,0;
2015;1;Северо-Западный Федеральный округ;Псковская область;Талон №2;517,0;
2015;1;Северо-Западный Федеральный округ;Псковская область;Талон №3-1;244,0;
2015;1;Северо-Западный Федеральный округ;Псковская область;Талон №3-2;209,0;
2015;1;Северо-Западный Федеральный округ;Республика Карелия;Талон №1;563,0;
2015;1;Северо-Западный Федеральный округ;Республика Карелия;Талон №2;583,0;
2015;1;Северо-Западный Федеральный округ;Республика Карелия;Талон №3-1;444,0;
2015;1;Северо-Западный Федеральный округ;Республика Карелия;Талон №3-2;421,0;
2015;1;Северо-Западный Федеральный округ;Республика Коми;Талон №1;757,0;
2015;1;Северо-Западный Федеральный округ;Республика Коми;Талон №2;819,0;
2015;1;Северо-Западный Федеральный округ;Республика Коми;Талон №3-1;525,0;
2015;1;Северо-Западный Федеральный округ;Республика Коми;Талон №3-2;438,0;
2015;1;Северо-Западный Федеральный округ;Санкт-Петербург;Талон №1;4507,0;
2015;1;Северо-Западный Федеральный округ;Санкт-Петербург;Талон №2;3859,0;
2015;1;Северо-Западный Федеральный округ;Санкт-Петербург;Талон №3-1;3347,0;
2015;1;Северо-Западный Федеральный округ;Санкт-Петербург;Талон №3-2;2684,0;
2015;1;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;Талон №1;922,0;
2015;1;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;Талон №2;979,0;
2015;1;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;Талон №3-1;504,0;
2015;1;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;Талон №3-2;484,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Дагестан;Талон №1;3754,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Дагестан;Талон №2;3633,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Дагестан;Талон №3-1;2238,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Дагестан;Талон №3-2;2263,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Ингушетия;Талон №1;630,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Ингушетия;Талон №2;576,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Ингушетия;Талон №3-1;221,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Ингушетия;Талон №3-2;251,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Талон №1;483,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Талон №2;400,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Талон №3-1;343,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Талон №3-2;342,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;Талон №1;708,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;Талон №2;742,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;Талон №3-1;513,0;
2015;1;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;Талон №3-2;510,0;
2015;1;Северо-Кавказский Федеральный округ;Ставропольский край;Талон №1;2493,0;
2015;1;Северо-Кавказский Федеральный округ;Ставропольский край;Талон №2;2828,0;
2015;1;Северо-Кавказский Федеральный округ;Ставропольский край;Талон №3-1;2213,0;
2015;1;Северо-Кавказский Федеральный округ;Ставропольский край;Талон №3-2;2142,0;
2015;1;Северо-Кавказский Федеральный округ;Чеченская республика;Талон №1;2206,0;
2015;1;Северо-Кавказский Федеральный округ;Чеченская республика;Талон №2;2157,0;
2015;1;Северо-Кавказский Федеральный округ;Чеченская республика;Талон №3-1;951,0;
2015;1;Северо-Кавказский Федеральный округ;Чеченская республика;Талон №3-2;974,0;
2015;1;Сибирский Федеральный округ;Алтайский край;Талон №1;2080,0;
2015;1;Сибирский Федеральный округ;Алтайский край;Талон №2;2229,0;
2015;1;Сибирский Федеральный округ;Алтайский край;Талон №3-1;1742,0;
2015;1;Сибирский Федеральный округ;Алтайский край;Талон №3-2;1612,0;
2015;1;Сибирский Федеральный округ;Забайкальский край;Талон №1;1244,0;
2015;1;Сибирский Федеральный округ;Забайкальский край;Талон №2;1327,0;
2015;1;Сибирский Федеральный округ;Забайкальский край;Талон №3-1;1121,0;
2015;1;Сибирский Федеральный округ;Забайкальский край;Талон №3-2;1108,0;
2015;1;Сибирский Федеральный округ;Иркутская область;Талон №1;2559,0;
2015;1;Сибирский Федеральный округ;Иркутская область;Талон №2;2721,0;
2015;1;Сибирский Федеральный округ;Иркутская область;Талон №3-1;2073,0;
2015;1;Сибирский Федеральный округ;Иркутская область;Талон №3-2;1941,0;
2015;1;Сибирский Федеральный округ;Кемеровская область;Талон №1;2309,0;
2015;1;Сибирский Федеральный округ;Кемеровская область;Талон №2;2353,0;
2015;1;Сибирский Федеральный округ;Кемеровская область;Талон №3-1;1857,0;
2015;1;Сибирский Федеральный округ;Кемеровская область;Талон №3-2;1671,0;
2015;1;Сибирский Федеральный округ;Красноярский край;Талон №1;2844,0;
2015;1;Сибирский Федеральный округ;Красноярский край;Талон №2;3119,0;
2015;1;Сибирский Федеральный округ;Красноярский край;Талон №3-1;1683,0;
2015;1;Сибирский Федеральный округ;Красноярский край;Талон №3-2;1682,0;
2015;1;Сибирский Федеральный округ;Новосибирская область;Талон №1;2532,0;
2015;1;Сибирский Федеральный округ;Новосибирская область;Талон №2;2811,0;
2015;1;Сибирский Федеральный округ;Новосибирская область;Талон №3-1;1997,0;
2015;1;Сибирский Федеральный округ;Новосибирская область;Талон №3-2;1954,0;
2015;1;Сибирский Федеральный округ;Омская область;Талон №1;2021,0;
2015;1;Сибирский Федеральный округ;Омская область;Талон №2;2129,0;
2015;1;Сибирский Федеральный округ;Омская область;Талон №3-1;1707,0;
2015;1;Сибирский Федеральный округ;Омская область;Талон №3-2;1604,0;
2015;1;Сибирский Федеральный округ;Республика Алтай;Талон №1;276,0;
2015;1;Сибирский Федеральный округ;Республика Алтай;Талон №2;292,0;
2015;1;Сибирский Федеральный округ;Республика Алтай;Талон №3-1;195,0;
2015;1;Сибирский Федеральный округ;Республика Алтай;Талон №3-2;196,0;
2015;1;Сибирский Федеральный округ;Республика Бурятия;Талон №1;1153,0;
2015;1;Сибирский Федеральный округ;Республика Бурятия;Талон №2;1288,0;
2015;1;Сибирский Федеральный округ;Республика Бурятия;Талон №3-1;941,0;
2015;1;Сибирский Федеральный округ;Республика Бурятия;Талон №3-2;916,0;
2015;1;Сибирский Федеральный округ;Республика Тыва;Талон №1;487,0;
2015;1;Сибирский Федеральный округ;Республика Тыва;Талон №2;631,0;
2015;1;Сибирский Федеральный округ;Республика Тыва;Талон №3-1;364,0;
2015;1;Сибирский Федеральный округ;Республика Тыва;Талон №3-2;376,0;
2015;1;Сибирский Федеральный округ;Республика Хакасия;Талон №1;570,0;
2015;1;Сибирский Федеральный округ;Республика Хакасия;Талон №2;599,0;
2015;1;Сибирский Федеральный округ;Республика Хакасия;Талон №3-1;351,0;
2015;1;Сибирский Федеральный округ;Республика Хакасия;Талон №3-2;325,0;
2015;1;Сибирский Федеральный округ;Томская область;Талон №1;1066,0;
2015;1;Сибирский Федеральный округ;Томская область;Талон №2;1164,0;
2015;1;Сибирский Федеральный округ;Томская область;Талон №3-1;583,0;
2015;1;Сибирский Федеральный округ;Томская область;Талон №3-2;339,0;
2015;1;Уральский Федеральный округ;Курганская область;Талон №1;889,0;
2015;1;Уральский Федеральный округ;Курганская область;Талон №2;828,0;
2015;1;Уральский Федеральный округ;Курганская область;Талон №3-1;603,0;
2015;1;Уральский Федеральный округ;Курганская область;Талон №3-2;534,0;
2015;1;Уральский Федеральный округ;Свердловская область;Талон №1;4370,0;
2015;1;Уральский Федеральный округ;Свердловская область;Талон №2;4678,0;
2015;1;Уральский Федеральный округ;Свердловская область;Талон №3-1;3531,0;
2015;1;Уральский Федеральный округ;Свердловская область;Талон №3-2;3280,0;
2015;1;Уральский Федеральный округ;Тюменская область;Талон №1;1781,0;
2015;1;Уральский Федеральный округ;Тюменская область;Талон №2;1929,0;
2015;1;Уральский Федеральный округ;Тюменская область;Талон №3-1;1368,0;
2015;1;Уральский Федеральный округ;Тюменская область;Талон №3-2;1299,0;
2015;1;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;Талон №1;1781,0;
2015;1;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;Талон №2;1865,0;
2015;1;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;Талон №3-1;1121,0;
2015;1;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;Талон №3-2;921,0;
2015;1;Уральский Федеральный округ;Челябинская область;Талон №1;3538,0;
2015;1;Уральский Федеральный округ;Челябинская область;Талон №2;3829,0;
2015;1;Уральский Федеральный округ;Челябинская область;Талон №3-1;2779,0;
2015;1;Уральский Федеральный округ;Челябинская область;Талон №3-2;2503,0;
2015;1;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;Талон №1;704,0;
2015;1;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;Талон №2;755,0;
2015;1;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;Талон №3-1;458,0;
2015;1;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;Талон №3-2;466,0;
2015;1;Центральный Федеральный округ;Белгородская область;Талон №1;1370,0;
2015;1;Центральный Федеральный округ;Белгородская область;Талон №2;1365,0;
2015;1;Центральный Федеральный округ;Белгородская область;Талон №3-1;1159,0;
2015;1;Центральный Федеральный округ;Белгородская область;Талон №3-2;1133,0;
2015;1;Центральный Федеральный округ;Брянская область;Талон №1;1022,0;
2015;1;Центральный Федеральный округ;Брянская область;Талон №2;1108,0;
2015;1;Центральный Федеральный округ;Брянская область;Талон №3-1;617,0;
2015;1;Центральный Федеральный округ;Брянская область;Талон №3-2;531,0;
2015;1;Центральный Федеральный округ;Владимирская область;Талон №1;1069,0;
2015;1;Центральный Федеральный округ;Владимирская область;Талон №2;1132,0;
2015;1;Центральный Федеральный округ;Владимирская область;Талон №3-1;792,0;
2015;1;Центральный Федеральный округ;Владимирская область;Талон №3-2;755,0;
2015;1;Центральный Федеральный округ;Воронежская область;Талон №1;1790,0;
2015;1;Центральный Федеральный округ;Воронежская область;Талон №2;1939,0;
2015;1;Центральный Федеральный округ;Воронежская область;Талон №3-1;1402,0;
2015;1;Центральный Федеральный округ;Воронежская область;Талон №3-2;1235,0;
2015;1;Центральный Федеральный округ;Ивановская область;Талон №1;953,0;
2015;1;Центральный Федеральный округ;Ивановская область;Талон №2;1067,0;
2015;1;Центральный Федеральный округ;Ивановская область;Талон №3-1;721,0;
2015;1;Центральный Федеральный округ;Ивановская область;Талон №3-2;644,0;
2015;1;Центральный Федеральный округ;Калужская область;Талон №1;869,0;
2015;1;Центральный Федеральный округ;Калужская область;Талон №2;942,0;
2015;1;Центральный Федеральный округ;Калужская область;Талон №3-1;564,0;
2015;1;Центральный Федеральный округ;Калужская область;Талон №3-2;492,0;
2015;1;Центральный Федеральный округ;Костромская область;Талон №1;535,0;
2015;1;Центральный Федеральный округ;Костромская область;Талон №2;603,0;
2015;1;Центральный Федеральный округ;Костромская область;Талон №3-1;513,0;
2015;1;Центральный Федеральный округ;Костромская область;Талон №3-2;487,0;
2015;1;Центральный Федеральный округ;Курская область;Талон №1;843,0;
2015;1;Центральный Федеральный округ;Курская область;Талон №2;884,0;
2015;1;Центральный Федеральный округ;Курская область;Талон №3-1;619,0;
2015;1;Центральный Федеральный округ;Курская область;Талон №3-2;584,0;
2015;1;Центральный Федеральный округ;Липецкая область;Талон №1;893,0;
2015;1;Центральный Федеральный округ;Липецкая область;Талон №2;998,0;
2015;1;Центральный Федеральный округ;Липецкая область;Талон №3-1;195,0;
2015;1;Центральный Федеральный округ;Липецкая область;Талон №3-2;210,0;
2015;1;Центральный Федеральный округ;Москва;Талон №1;8008,0;
2015;1;Центральный Федеральный округ;Москва;Талон №2;8417,0;
2015;1;Центральный Федеральный округ;Москва;Талон №3-1;4940,0;
2015;1;Центральный Федеральный округ;Москва;Талон №3-2;4391,0;
2015;1;Центральный Федеральный округ;Московская область;Талон №1;6602,0;
2015;1;Центральный Федеральный округ;Московская область;Талон №2;5891,0;
2015;1;Центральный Федеральный округ;Московская область;Талон №3-1;4174,0;
2015;1;Центральный Федеральный округ;Московская область;Талон №3-2;3754,0;
2015;1;Центральный Федеральный округ;Орловская область;Талон №1;617,0;
2015;1;Центральный Федеральный округ;Орловская область;Талон №2;656,0;
2015;1;Центральный Федеральный округ;Орловская область;Талон №3-1;404,0;
2015;1;Центральный Федеральный округ;Орловская область;Талон №3-2;283,0;
2015;1;Центральный Федеральный округ;Рязанская область;Талон №1;882,0;
2015;1;Центральный Федеральный округ;Рязанская область;Талон №2;900,0;
2015;1;Центральный Федеральный округ;Рязанская область;Талон №3-1;693,0;
2015;1;Центральный Федеральный округ;Рязанская область;Талон №3-2;630,0;
2015;1;Центральный Федеральный округ;Смоленская область;Талон №1;752,0;
2015;1;Центральный Федеральный округ;Смоленская область;Талон №2;755,0;
2015;1;Центральный Федеральный округ;Смоленская область;Талон №3-1;440,0;
2015;1;Центральный Федеральный округ;Смоленская область;Талон №3-2;364,0;
2015;1;Центральный Федеральный округ;Тамбовская область;Талон №1;773,0;
2015;1;Центральный Федеральный округ;Тамбовская область;Талон №2;801,0;
2015;1;Центральный Федеральный округ;Тамбовская область;Талон №3-1;553,0;
2015;1;Центральный Федеральный округ;Тамбовская область;Талон №3-2;527,0;
2015;1;Центральный Федеральный округ;Тверская область;Талон №1;1103,0;
2015;1;Центральный Федеральный округ;Тверская область;Талон №2;1131,0;
2015;1;Центральный Федеральный округ;Тверская область;Талон №3-1;753,0;
2015;1;Центральный Федеральный округ;Тверская область;Талон №3-2;714,0;
2015;1;Центральный Федеральный округ;Тульская область;Талон №1;1121,0;
2015;1;Центральный Федеральный округ;Тульская область;Талон №2;1194,0;
2015;1;Центральный Федеральный округ;Тульская область;Талон №3-1;776,0;
2015;1;Центральный Федеральный округ;Тульская область;Талон №3-2;639,0;
2015;1;Центральный Федеральный округ;Ярославская область;Талон №1;1139,0;
2015;1;Центральный Федеральный округ;Ярославская область;Талон №2;1199,0;
2015;1;Центральный Федеральный округ;Ярославская область;Талон №3-1;768,0;
2015;1;Центральный Федеральный округ;Ярославская область;Талон №3-2;602,0;
2015;1;Южный Федеральный округ;Астраханская область;Талон №1;1009,0;
2015;1;Южный Федеральный округ;Астраханская область;Талон №2;1088,0;
2015;1;Южный Федеральный округ;Астраханская область;Талон №3-1;731,0;
2015;1;Южный Федеральный округ;Астраханская область;Талон №3-2;702,0;
2015;1;Южный Федеральный округ;Волгоградская область;Талон №1;2141,0;
2015;1;Южный Федеральный округ;Волгоградская область;Талон №2;2306,0;
2015;1;Южный Федеральный округ;Волгоградская область;Талон №3-1;1291,0;
2015;1;Южный Федеральный округ;Волгоградская область;Талон №3-2;1151,0;
2015;1;Южный Федеральный округ;Краснодарский край;Талон №1;5625,0;
2015;1;Южный Федеральный округ;Краснодарский край;Талон №2;5833,0;
2015;1;Южный Федеральный округ;Краснодарский край;Талон №3-1;4200,0;
2015;1;Южный Федеральный округ;Краснодарский край;Талон №3-2;3933,0;
2015;1;Южный Федеральный округ;Республика Адыгея;Талон №1;383,0;
2015;1;Южный Федеральный округ;Республика Адыгея;Талон №2;379,0;
2015;1;Южный Федеральный округ;Республика Адыгея;Талон №3-1;192,0;
2015;1;Южный Федеральный округ;Республика Адыгея;Талон №3-2;176,0;
2015;1;Южный Федеральный округ;Республика Калмыкия;Талон №1;250,0;
2015;1;Южный Федеральный округ;Республика Калмыкия;Талон №2;249,0;
2015;1;Южный Федеральный округ;Республика Калмыкия;Талон №3-1;235,0;
2015;1;Южный Федеральный округ;Республика Калмыкия;Талон №3-2;232,0;
2015;1;Южный Федеральный округ;Республика Крым;Талон №2;95,0;
2015;1;Южный Федеральный округ;Республика Крым;Талон №3-1;102,0;
2015;1;Южный Федеральный округ;Республика Крым;Талон №3-2;83,0;
2015;1;Южный Федеральный округ;Ростовская область;Талон №1;3565,0;
2015;1;Южный Федеральный округ;Ростовская область;Талон №2;3681,0;
2015;1;Южный Федеральный округ;Ростовская область;Талон №3-1;2115,0;
2015;1;Южный Федеральный округ;Ростовская область;Талон №3-2;1786,0;
2015;1;Южный Федеральный округ;Севастополь;Талон №1;780,0;
2015;1;Южный Федеральный округ;Севастополь;Талон №2;758,0;
2015;1;Южный Федеральный округ;Севастополь;Талон №3-1;433,0;
2015;1;Южный Федеральный округ;Севастополь;Талон №3-2;324,0;
2015;10;Дальневосточный Федеральный округ;Амурская область;Талон №1;791,0;
2015;10;Дальневосточный Федеральный округ;Амурская область;Талон №2;862,0;
2015;10;Дальневосточный Федеральный округ;Амурская область;Талон №3-1;673,0;
2015;10;Дальневосточный Федеральный округ;Амурская область;Талон №3-2;647,0;
2015;10;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №1;136,0;
2015;10;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №2;171,0;
2015;10;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №3-1;44,0;
2015;10;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №3-2;28,0;
2015;10;Дальневосточный Федеральный округ;Камчатский край;Талон №1;309,0;
2015;10;Дальневосточный Федеральный округ;Камчатский край;Талон №2;316,0;
2015;10;Дальневосточный Федеральный округ;Камчатский край;Талон №3-1;71,0;
2015;10;Дальневосточный Федеральный округ;Камчатский край;Талон №3-2;36,0;
2015;10;Дальневосточный Федеральный округ;Магаданская область;Талон №1;119,0;
2015;10;Дальневосточный Федеральный округ;Магаданская область;Талон №2;127,0;
2015;10;Дальневосточный Федеральный округ;Магаданская область;Талон №3-1;79,0;
