Год;Месяц;Федеральный округ;Регион;Тип талона;Количество оплаченных талонов РС всех типов, шт.;
2016;12;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;Талон №3-2;325,0;
2016;12;Центральный Федеральный округ;Белгородская область;Талон №1;1139,0;
2016;12;Центральный Федеральный округ;Белгородская область;Талон №2;1169,0;
2016;12;Центральный Федеральный округ;Белгородская область;Талон №3-1;908,0;
2016;12;Центральный Федеральный округ;Белгородская область;Талон №3-2;886,0;
2016;12;Центральный Федеральный округ;Брянская область;Талон №1;904,0;
2016;12;Центральный Федеральный округ;Брянская область;Талон №2;990,0;
2016;12;Центральный Федеральный округ;Брянская область;Талон №3-1;469,0;
2016;12;Центральный Федеральный округ;Брянская область;Талон №3-2;386,0;
2016;12;Центральный Федеральный округ;Владимирская область;Талон №1;1071,0;
2016;12;Центральный Федеральный округ;Владимирская область;Талон №2;1065,0;
2016;12;Центральный Федеральный округ;Владимирская область;Талон №3-1;737,0;
2016;12;Центральный Федеральный округ;Владимирская область;Талон №3-2;709,0;
2016;12;Центральный Федеральный округ;Воронежская область;Талон №1;1590,0;
2016;12;Центральный Федеральный округ;Воронежская область;Талон №2;1689,0;
2016;12;Центральный Федеральный округ;Воронежская область;Талон №3-1;1013,0;
2016;12;Центральный Федеральный округ;Воронежская область;Талон №3-2;963,0;
2016;12;Центральный Федеральный округ;Ивановская область;Талон №1;667,0;
2016;12;Центральный Федеральный округ;Ивановская область;Талон №2;776,0;
2016;12;Центральный Федеральный округ;Ивановская область;Талон №3-1;513,0;
2016;12;Центральный Федеральный округ;Ивановская область;Талон №3-2;470,0;
2016;12;Центральный Федеральный округ;Калужская область;Талон №1;860,0;
2016;12;Центральный Федеральный округ;Калужская область;Талон №2;933,0;
2016;12;Центральный Федеральный округ;Калужская область;Талон №3-1;521,0;
2016;12;Центральный Федеральный округ;Калужская область;Талон №3-2;461,0;
2016;12;Центральный Федеральный округ;Костромская область;Талон №1;450,0;
2016;12;Центральный Федеральный округ;Костромская область;Талон №2;519,0;
2016;12;Центральный Федеральный округ;Костромская область;Талон №3-1;439,0;
2016;12;Центральный Федеральный округ;Костромская область;Талон №3-2;425,0;
2016;12;Центральный Федеральный округ;Курская область;Талон №1;865,0;
2016;12;Центральный Федеральный округ;Курская область;Талон №2;912,0;
2016;12;Центральный Федеральный округ;Курская область;Талон №3-1;610,0;
2016;12;Центральный Федеральный округ;Курская область;Талон №3-2;566,0;
2016;12;Центральный Федеральный округ;Липецкая область;Талон №1;835,0;
2016;12;Центральный Федеральный округ;Липецкая область;Талон №2;929,0;
2016;12;Центральный Федеральный округ;Липецкая область;Талон №3-1;160,0;
2016;12;Центральный Федеральный округ;Липецкая область;Талон №3-2;165,0;
2016;12;Центральный Федеральный округ;Москва;Талон №1;8726,0;
2016;12;Центральный Федеральный округ;Москва;Талон №2;9301,0;
2016;12;Центральный Федеральный округ;Москва;Талон №3-1;5083,0;
2016;12;Центральный Федеральный округ;Москва;Талон №3-2;4581,0;
2016;12;Центральный Федеральный округ;Московская область;Талон №1;6502,0;
2016;12;Центральный Федеральный округ;Московская область;Талон №2;5800,0;
2016;12;Центральный Федеральный округ;Московская область;Талон №3-1;3843,0;
2016;12;Центральный Федеральный округ;Московская область;Талон №3-2;3526,0;
2016;12;Центральный Федеральный округ;Орловская область;Талон №1;580,0;
2016;12;Центральный Федеральный округ;Орловская область;Талон №2;612,0;
2016;12;Центральный Федеральный округ;Орловская область;Талон №3-1;367,0;
2016;12;Центральный Федеральный округ;Орловская область;Талон №3-2;337,0;
2016;12;Центральный Федеральный округ;Рязанская область;Талон №1;924,0;
2016;12;Центральный Федеральный округ;Рязанская область;Талон №2;963,0;
2016;12;Центральный Федеральный округ;Рязанская область;Талон №3-1;740,0;
2016;12;Центральный Федеральный округ;Рязанская область;Талон №3-2;690,0;
2016;12;Центральный Федеральный округ;Смоленская область;Талон №1;668,0;
2016;12;Центральный Федеральный округ;Смоленская область;Талон №2;699,0;
2016;12;Центральный Федеральный округ;Смоленская область;Талон №3-1;375,0;
2016;12;Центральный Федеральный округ;Смоленская область;Талон №3-2;344,0;
2016;12;Центральный Федеральный округ;Тамбовская область;Талон №1;709,0;
2016;12;Центральный Федеральный округ;Тамбовская область;Талон №2;735,0;
2016;12;Центральный Федеральный округ;Тамбовская область;Талон №3-1;492,0;
2016;12;Центральный Федеральный округ;Тамбовская область;Талон №3-2;496,0;
2016;12;Центральный Федеральный округ;Тверская область;Талон №1;961,0;
2016;12;Центральный Федеральный округ;Тверская область;Талон №2;954,0;
2016;12;Центральный Федеральный округ;Тверская область;Талон №3-1;628,0;
2016;12;Центральный Федеральный округ;Тверская область;Талон №3-2;600,0;
2016;12;Центральный Федеральный округ;Тульская область;Талон №1;1077,0;
2016;12;Центральный Федеральный округ;Тульская область;Талон №2;1140,0;
2016;12;Центральный Федеральный округ;Тульская область;Талон №3-1;669,0;
2016;12;Центральный Федеральный округ;Тульская область;Талон №3-2;564,0;
2016;12;Центральный Федеральный округ;Ярославская область;Талон №1;960,0;
2016;12;Центральный Федеральный округ;Ярославская область;Талон №2;1013,0;
2016;12;Центральный Федеральный округ;Ярославская область;Талон №3-1;565,0;
2016;12;Центральный Федеральный округ;Ярославская область;Талон №3-2;499,0;
2016;12;Южный Федеральный округ;Астраханская область;Талон №1;989,0;
2016;12;Южный Федеральный округ;Астраханская область;Талон №2;1046,0;
2016;12;Южный Федеральный округ;Астраханская область;Талон №3-1;714,0;
2016;12;Южный Федеральный округ;Астраханская область;Талон №3-2;665,0;
2016;12;Южный Федеральный округ;Волгоградская область;Талон №1;2000,0;
2016;12;Южный Федеральный округ;Волгоградская область;Талон №2;2128,0;
2016;12;Южный Федеральный округ;Волгоградская область;Талон №3-1;1232,0;
2016;12;Южный Федеральный округ;Волгоградская область;Талон №3-2;1175,0;
2016;12;Южный Федеральный округ;Краснодарский край;Талон №1;4488,0;
2016;12;Южный Федеральный округ;Краснодарский край;Талон №2;4741,0;
2016;12;Южный Федеральный округ;Краснодарский край;Талон №3-1;3294,0;
2016;12;Южный Федеральный округ;Краснодарский край;Талон №3-2;3071,0;
2016;12;Южный Федеральный округ;Республика Адыгея;Талон №1;346,0;
2016;12;Южный Федеральный округ;Республика Адыгея;Талон №2;333,0;
2016;12;Южный Федеральный округ;Республика Адыгея;Талон №3-1;166,0;
2016;12;Южный Федеральный округ;Республика Адыгея;Талон №3-2;160,0;
2016;12;Южный Федеральный округ;Республика Калмыкия;Талон №1;225,0;
2016;12;Южный Федеральный округ;Республика Калмыкия;Талон №2;233,0;
2016;12;Южный Федеральный округ;Республика Калмыкия;Талон №3-1;201,0;
2016;12;Южный Федеральный округ;Республика Калмыкия;Талон №3-2;200,0;
2016;12;Южный Федеральный округ;Республика Крым;Талон №1;1459,0;
2016;12;Южный Федеральный округ;Республика Крым;Талон №2;1611,0;
2016;12;Южный Федеральный округ;Республика Крым;Талон №3-1;368,0;
2016;12;Южный Федеральный округ;Республика Крым;Талон №3-2;329,0;
2016;12;Южный Федеральный округ;Ростовская область;Талон №1;3377,0;
2016;12;Южный Федеральный округ;Ростовская область;Талон №2;3486,0;
2016;12;Южный Федеральный округ;Ростовская область;Талон №3-1;1909,0;
2016;12;Южный Федеральный округ;Ростовская область;Талон №3-2;1684,0;
2016;12;Южный Федеральный округ;Севастополь;Талон №1;356,0;
2016;12;Южный Федеральный округ;Севастополь;Талон №2;348,0;
2016;12;Южный Федеральный округ;Севастополь;Талон №3-1;207,0;
2016;12;Южный Федеральный округ;Севастополь;Талон №3-2;156,0;
2016;2;Дальневосточный Федеральный округ;Амурская область;Талон №1;720,0;
2016;2;Дальневосточный Федеральный округ;Амурская область;Талон №2;779,0;
2016;2;Дальневосточный Федеральный округ;Амурская область;Талон №3-1;627,0;
2016;2;Дальневосточный Федеральный округ;Амурская область;Талон №3-2;602,0;
2016;2;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №1;150,0;
2016;2;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №2;156,0;
2016;2;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №3-1;45,0;
2016;2;Дальневосточный Федеральный округ;Еврейская автономная область;Талон №3-2;29,0;
2016;2;Дальневосточный Федеральный округ;Камчатский край;Талон №1;296,0;
2016;2;Дальневосточный Федеральный округ;Камчатский край;Талон №2;305,0;
2016;2;Дальневосточный Федеральный округ;Камчатский край;Талон №3-1;40,0;
2016;2;Дальневосточный Федеральный округ;Камчатский край;Талон №3-2;47,0;
2016;2;Дальневосточный Федеральный округ;Магаданская область;Талон №1;116,0;
2016;2;Дальневосточный Федеральный округ;Магаданская область;Талон №2;130,0;
2016;2;Дальневосточный Федеральный округ;Магаданская область;Талон №3-1;84,0;
2016;2;Дальневосточный Федеральный округ;Магаданская область;Талон №3-2;82,0;
2016;2;Дальневосточный Федеральный округ;Приморский край;Талон №1;1507,0;
2016;2;Дальневосточный Федеральный округ;Приморский край;Талон №2;1700,0;
2016;2;Дальневосточный Федеральный округ;Приморский край;Талон №3-1;470,0;
2016;2;Дальневосточный Федеральный округ;Приморский край;Талон №3-2;297,0;
2016;2;Дальневосточный Федеральный округ;Республика Саха (Якутия);Талон №1;1008,0;
2016;2;Дальневосточный Федеральный округ;Республика Саха (Якутия);Талон №2;1171,0;
2016;2;Дальневосточный Федеральный округ;Республика Саха (Якутия);Талон №3-1;177,0;
2016;2;Дальневосточный Федеральный округ;Республика Саха (Якутия);Талон №3-2;189,0;
2016;2;Дальневосточный Федеральный округ;Сахалинская область;Талон №1;424,0;
2016;2;Дальневосточный Федеральный округ;Сахалинская область;Талон №2;507,0;
2016;2;Дальневосточный Федеральный округ;Сахалинская область;Талон №3-1;118,0;
2016;2;Дальневосточный Федеральный округ;Сахалинская область;Талон №3-2;78,0;
2016;2;Дальневосточный Федеральный округ;Хабаровский край;Талон №1;1205,0;
2016;2;Дальневосточный Федеральный округ;Хабаровский край;Талон №2;1199,0;
2016;2;Дальневосточный Федеральный округ;Хабаровский край;Талон №3-1;802,0;
2016;2;Дальневосточный Федеральный округ;Хабаровский край;Талон №3-2;724,0;
2016;2;Дальневосточный Федеральный округ;Чукотский автономный округ;Талон №1;36,0;
2016;2;Дальневосточный Федеральный округ;Чукотский автономный округ;Талон №2;49,0;
2016;2;Дальневосточный Федеральный округ;Чукотский автономный округ;Талон №3-1;32,0;
2016;2;Дальневосточный Федеральный округ;Чукотский автономный округ;Талон №3-2;33,0;
2016;2;Приволжский Федеральный округ;Кировская область;Талон №1;1224,0;
2016;2;Приволжский Федеральный округ;Кировская область;Талон №2;1273,0;
2016;2;Приволжский Федеральный округ;Кировская область;Талон №3-1;972,0;
2016;2;Приволжский Федеральный округ;Кировская область;Талон №3-2;968,0;
2016;2;Приволжский Федеральный округ;Нижегородская область;Талон №1;2783,0;
2016;2;Приволжский Федеральный округ;Нижегородская область;Талон №2;3128,0;
2016;2;Приволжский Федеральный округ;Нижегородская область;Талон №3-1;2544,0;
2016;2;Приволжский Федеральный округ;Нижегородская область;Талон №3-2;2484,0;
2016;2;Приволжский Федеральный округ;Оренбургская область;Талон №1;1859,0;
2016;2;Приволжский Федеральный округ;Оренбургская область;Талон №2;1955,0;
2016;2;Приволжский Федеральный округ;Оренбургская область;Талон №3-1;1603,0;
2016;2;Приволжский Федеральный округ;Оренбургская область;Талон №3-2;1529,0;
2016;2;Приволжский Федеральный округ;Пензенская область;Талон №1;999,0;
2016;2;Приволжский Федеральный округ;Пензенская область;Талон №2;1096,0;
2016;2;Приволжский Федеральный округ;Пензенская область;Талон №3-1;763,0;
2016;2;Приволжский Федеральный округ;Пензенская область;Талон №3-2;634,0;
2016;2;Приволжский Федеральный округ;Пермский край;Талон №1;2722,0;
2016;2;Приволжский Федеральный округ;Пермский край;Талон №2;2867,0;
2016;2;Приволжский Федеральный округ;Пермский край;Талон №3-1;2185,0;
2016;2;Приволжский Федеральный округ;Пермский край;Талон №3-2;2101,0;
2016;2;Приволжский Федеральный округ;Республика Башкортостан;Талон №1;4371,0;
2016;2;Приволжский Федеральный округ;Республика Башкортостан;Талон №2;4478,0;
2016;2;Приволжский Федеральный округ;Республика Башкортостан;Талон №3-1;3651,0;
2016;2;Приволжский Федеральный округ;Республика Башкортостан;Талон №3-2;3534,0;
2016;2;Приволжский Федеральный округ;Республика Марий Эл;Талон №1;777,0;
2016;2;Приволжский Федеральный округ;Республика Марий Эл;Талон №2;825,0;
2016;2;Приволжский Федеральный округ;Республика Марий Эл;Талон №3-1;53,0;
2016;2;Приволжский Федеральный округ;Республика Марий Эл;Талон №3-2;79,0;
2016;2;Приволжский Федеральный округ;Республика Мордовия;Талон №1;577,0;
2016;2;Приволжский Федеральный округ;Республика Мордовия;Талон №2;625,0;
2016;2;Приволжский Федеральный округ;Республика Мордовия;Талон №3-1;347,0;
2016;2;Приволжский Федеральный округ;Республика Мордовия;Талон №3-2;390,0;
2016;2;Приволжский Федеральный округ;Республика Татарстан;Талон №1;3973,0;
2016;2;Приволжский Федеральный округ;Республика Татарстан;Талон №2;4192,0;
2016;2;Приволжский Федеральный округ;Республика Татарстан;Талон №3-1;2944,0;
2016;2;Приволжский Федеральный округ;Республика Татарстан;Талон №3-2;2780,0;
2016;2;Приволжский Федеральный округ;Самарская область;Талон №1;2661,0;
2016;2;Приволжский Федеральный округ;Самарская область;Талон №2;2787,0;
2016;2;Приволжский Федеральный округ;Самарская область;Талон №3-1;1923,0;
2016;2;Приволжский Федеральный округ;Самарская область;Талон №3-2;1791,0;
2016;2;Приволжский Федеральный округ;Саратовская область;Талон №1;1847,0;
2016;2;Приволжский Федеральный округ;Саратовская область;Талон №2;1947,0;
2016;2;Приволжский Федеральный округ;Саратовская область;Талон №3-1;1412,0;
2016;2;Приволжский Федеральный округ;Саратовская область;Талон №3-2;1342,0;
2016;2;Приволжский Федеральный округ;Удмуртская республика;Талон №1;1613,0;
2016;2;Приволжский Федеральный округ;Удмуртская республика;Талон №2;1702,0;
2016;2;Приволжский Федеральный округ;Удмуртская республика;Талон №3-1;1372,0;
2016;2;Приволжский Федеральный округ;Удмуртская республика;Талон №3-2;1308,0;
2016;2;Приволжский Федеральный округ;Ульяновская область;Талон №1;1050,0;
2016;2;Приволжский Федеральный округ;Ульяновская область;Талон №2;1106,0;
2016;2;Приволжский Федеральный округ;Ульяновская область;Талон №3-1;699,0;
2016;2;Приволжский Федеральный округ;Ульяновская область;Талон №3-2;692,0;
2016;2;Приволжский Федеральный округ;Чувашская республика;Талон №1;1230,0;
2016;2;Приволжский Федеральный округ;Чувашская республика;Талон №2;1302,0;
2016;2;Приволжский Федеральный округ;Чувашская республика;Талон №3-1;1020,0;
2016;2;Приволжский Федеральный округ;Чувашская республика;Талон №3-2;983,0;
2016;2;Северо-Западный Федеральный округ;Архангельская область;Талон №1;993,0;
2016;2;Северо-Западный Федеральный округ;Архангельская область;Талон №2;988,0;
2016;2;Северо-Западный Федеральный округ;Архангельская область;Талон №3-1;709,0;
2016;2;Северо-Западный Федеральный округ;Архангельская область;Талон №3-2;681,0;
2016;2;Северо-Западный Федеральный округ;Вологодская область;Талон №1;1218,0;
2016;2;Северо-Западный Федеральный округ;Вологодская область;Талон №2;1291,0;
2016;2;Северо-Западный Федеральный округ;Вологодская область;Талон №3-1;1052,0;
2016;2;Северо-Западный Федеральный округ;Вологодская область;Талон №3-2;1002,0;
2016;2;Северо-Западный Федеральный округ;Калининградская область;Талон №1;759,0;
2016;2;Северо-Западный Федеральный округ;Калининградская область;Талон №2;864,0;
2016;2;Северо-Западный Федеральный округ;Калининградская область;Талон №3-1;694,0;
2016;2;Северо-Западный Федеральный округ;Калининградская область;Талон №3-2;640,0;
2016;2;Северо-Западный Федеральный округ;Ленинградская область;Талон №1;1318,0;
2016;2;Северо-Западный Федеральный округ;Ленинградская область;Талон №2;1317,0;
2016;2;Северо-Западный Федеральный округ;Ленинградская область;Талон №3-1;224,0;
2016;2;Северо-Западный Федеральный округ;Ленинградская область;Талон №3-2;212,0;
2016;2;Северо-Западный Федеральный округ;Мурманская область;Талон №1;643,0;
2016;2;Северо-Западный Федеральный округ;Мурманская область;Талон №2;651,0;
2016;2;Северо-Западный Федеральный округ;Мурманская область;Талон №3-1;440,0;
2016;2;Северо-Западный Федеральный округ;Мурманская область;Талон №3-2;366,0;
2016;2;Северо-Западный Федеральный округ;Ненецкий автономный округ;Талон №1;48,0;
2016;2;Северо-Западный Федеральный округ;Ненецкий автономный округ;Талон №2;51,0;
2016;2;Северо-Западный Федеральный округ;Ненецкий автономный округ;Талон №3-1;19,0;
2016;2;Северо-Западный Федеральный округ;Ненецкий автономный округ;Талон №3-2;21,0;
2016;2;Северо-Западный Федеральный округ;Новгородская область;Талон №1;547,0;
2016;2;Северо-Западный Федеральный округ;Новгородская область;Талон №2;629,0;
2016;2;Северо-Западный Федеральный округ;Новгородская область;Талон №3-1;347,0;
2016;2;Северо-Западный Федеральный округ;Новгородская область;Талон №3-2;285,0;
2016;2;Северо-Западный Федеральный округ;Псковская область;Талон №1;581,0;
2016;2;Северо-Западный Федеральный округ;Псковская область;Талон №2;569,0;
2016;2;Северо-Западный Федеральный округ;Псковская область;Талон №3-1;231,0;
2016;2;Северо-Западный Федеральный округ;Псковская область;Талон №3-2;187,0;
2016;2;Северо-Западный Федеральный округ;Республика Карелия;Талон №1;555,0;
2016;2;Северо-Западный Федеральный округ;Республика Карелия;Талон №2;585,0;
2016;2;Северо-Западный Федеральный округ;Республика Карелия;Талон №3-1;463,0;
2016;2;Северо-Западный Федеральный округ;Республика Карелия;Талон №3-2;439,0;
2016;2;Северо-Западный Федеральный округ;Республика Коми;Талон №1;843,0;
2016;2;Северо-Западный Федеральный округ;Республика Коми;Талон №2;879,0;
2016;2;Северо-Западный Федеральный округ;Республика Коми;Талон №3-1;557,0;
2016;2;Северо-Западный Федеральный округ;Республика Коми;Талон №3-2;494,0;
2016;2;Северо-Западный Федеральный округ;Санкт-Петербург;Талон №1;4979,0;
2016;2;Северо-Западный Федеральный округ;Санкт-Петербург;Талон №2;4207,0;
2016;2;Северо-Западный Федеральный округ;Санкт-Петербург;Талон №3-1;3637,0;
2016;2;Северо-Западный Федеральный округ;Санкт-Петербург;Талон №3-2;2879,0;
2016;2;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;Талон №1;880,0;
2016;2;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;Талон №2;923,0;
2016;2;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;Талон №3-1;490,0;
2016;2;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;Талон №3-2;454,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Дагестан;Талон №1;3950,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Дагестан;Талон №2;3803,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Дагестан;Талон №3-1;2331,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Дагестан;Талон №3-2;2382,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Ингушетия;Талон №1;607,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Ингушетия;Талон №2;528,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Ингушетия;Талон №3-1;188,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Ингушетия;Талон №3-2;218,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Талон №1;444,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Талон №2;359,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Талон №3-1;329,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Талон №3-2;311,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;Талон №1;550,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;Талон №2;604,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;Талон №3-1;396,0;
2016;2;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;Талон №3-2;382,0;
2016;2;Северо-Кавказский Федеральный округ;Ставропольский край;Талон №1;2352,0;
2016;2;Северо-Кавказский Федеральный округ;Ставропольский край;Талон №2;2700,0;
2016;2;Северо-Кавказский Федеральный округ;Ставропольский край;Талон №3-1;1980,0;
2016;2;Северо-Кавказский Федеральный округ;Ставропольский край;Талон №3-2;1910,0;
2016;2;Северо-Кавказский Федеральный округ;Чеченская республика;Талон №1;1941,0;
2016;2;Северо-Кавказский Федеральный округ;Чеченская республика;Талон №2;1771,0;
2016;2;Северо-Кавказский Федеральный округ;Чеченская республика;Талон №3-1;796,0;
2016;2;Северо-Кавказский Федеральный округ;Чеченская республика;Талон №3-2;856,0;
2016;2;Сибирский Федеральный округ;Алтайский край;Талон №1;2143,0;
2016;2;Сибирский Федеральный округ;Алтайский край;Талон №2;2276,0;
2016;2;Сибирский Федеральный округ;Алтайский край;Талон №3-1;1793,0;
2016;2;Сибирский Федеральный округ;Алтайский край;Талон №3-2;1690,0;
2016;2;Сибирский Федеральный округ;Забайкальский край;Талон №1;1149,0;
2016;2;Сибирский Федеральный округ;Забайкальский край;Талон №2;1259,0;
2016;2;Сибирский Федеральный округ;Забайкальский край;Талон №3-1;1065,0;
2016;2;Сибирский Федеральный округ;Забайкальский край;Талон №3-2;1027,0;
2016;2;Сибирский Федеральный округ;Иркутская область;Талон №1;2555,0;
2016;2;Сибирский Федеральный округ;Иркутская область;Талон №2;2727,0;
2016;2;Сибирский Федеральный округ;Иркутская область;Талон №3-1;1955,0;
2016;2;Сибирский Федеральный округ;Иркутская область;Талон №3-2;1730,0;
2016;2;Сибирский Федеральный округ;Кемеровская область;Талон №1;2331,0;
2016;2;Сибирский Федеральный округ;Кемеровская область;Талон №2;2424,0;
2016;2;Сибирский Федеральный округ;Кемеровская область;Талон №3-1;1863,0;
2016;2;Сибирский Федеральный округ;Кемеровская область;Талон №3-2;1600,0;
2016;2;Сибирский Федеральный округ;Красноярский край;Талон №1;2800,0;
2016;2;Сибирский Федеральный округ;Красноярский край;Талон №2;3010,0;
2016;2;Сибирский Федеральный округ;Красноярский край;Талон №3-1;1584,0;
2016;2;Сибирский Федеральный округ;Красноярский край;Талон №3-2;1483,0;
2016;2;Сибирский Федеральный округ;Новосибирская область;Талон №1;2533,0;
2016;2;Сибирский Федеральный округ;Новосибирская область;Талон №2;2855,0;
2016;2;Сибирский Федеральный округ;Новосибирская область;Талон №3-1;2057,0;
2016;2;Сибирский Федеральный округ;Новосибирская область;Талон №3-2;1936,0;
2016;2;Сибирский Федеральный округ;Омская область;Талон №1;1894,0;
2016;2;Сибирский Федеральный округ;Омская область;Талон №2;2000,0;
2016;2;Сибирский Федеральный округ;Омская область;Талон №3-1;1599,0;
2016;2;Сибирский Федеральный округ;Омская область;Талон №3-2;1531,0;
2016;2;Сибирский Федеральный округ;Республика Алтай;Талон №1;317,0;
2016;2;Сибирский Федеральный округ;Республика Алтай;Талон №2;342,0;
2016;2;Сибирский Федеральный округ;Республика Алтай;Талон №3-1;230,0;
2016;2;Сибирский Федеральный округ;Республика Алтай;Талон №3-2;227,0;
2016;2;Сибирский Федеральный округ;Республика Бурятия;Талон №1;1177,0;
2016;2;Сибирский Федеральный округ;Республика Бурятия;Талон №2;1254,0;
2016;2;Сибирский Федеральный округ;Республика Бурятия;Талон №3-1;903,0;
2016;2;Сибирский Федеральный округ;Республика Бурятия;Талон №3-2;923,0;
2016;2;Сибирский Федеральный округ;Республика Тыва;Талон №1;465,0;
2016;2;Сибирский Федеральный округ;Республика Тыва;Талон №2;604,0;
2016;2;Сибирский Федеральный округ;Республика Тыва;Талон №3-1;312,0;
2016;2;Сибирский Федеральный округ;Республика Тыва;Талон №3-2;326,0;
2016;2;Сибирский Федеральный округ;Республика Хакасия;Талон №1;546,0;
2016;2;Сибирский Федеральный округ;Республика Хакасия;Талон №2;586,0;
2016;2;Сибирский Федеральный округ;Республика Хакасия;Талон №3-1;306,0;
2016;2;Сибирский Федеральный округ;Республика Хакасия;Талон №3-2;287,0;
2016;2;Сибирский Федеральный округ;Томская область;Талон №1;989,0;
2016;2;Сибирский Федеральный округ;Томская область;Талон №2;1097,0;
2016;2;Сибирский Федеральный округ;Томская область;Талон №3-1;487,0;
2016;2;Сибирский Федеральный округ;Томская область;Талон №3-2;295,0;
2016;2;Уральский Федеральный округ;Курганская область;Талон №1;768,0;
2016;2;Уральский Федеральный округ;Курганская область;Талон №2;787,0;
2016;2;Уральский Федеральный округ;Курганская область;Талон №3-1;557,0;
2016;2;Уральский Федеральный округ;Курганская область;Талон №3-2;499,0;
2016;2;Уральский Федеральный округ;Свердловская область;Талон №1;4252,0;
2016;2;Уральский Федеральный округ;Свердловская область;Талон №2;4574,0;
2016;2;Уральский Федеральный округ;Свердловская область;Талон №3-1;3394,0;
2016;2;Уральский Федеральный округ;Свердловская область;Талон №3-2;3184,0;
2016;2;Уральский Федеральный округ;Тюменская область;Талон №1;1538,0;
2016;2;Уральский Федеральный округ;Тюменская область;Талон №2;1670,0;
2016;2;Уральский Федеральный округ;Тюменская область;Талон №3-1;1120,0;
2016;2;Уральский Федеральный округ;Тюменская область;Талон №3-2;1078,0;
2016;2;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;Талон №1;1833,0;
2016;2;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;Талон №2;1931,0;
2016;2;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;Талон №3-1;1261,0;
2016;2;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;Талон №3-2;1083,0;
2016;2;Уральский Федеральный округ;Челябинская область;Талон №1;3188,0;
2016;2;Уральский Федеральный округ;Челябинская область;Талон №2;3443,0;
2016;2;Уральский Федеральный округ;Челябинская область;Талон №3-1;2377,0;
2016;2;Уральский Федеральный округ;Челябинская область;Талон №3-2;2114,0;
2016;2;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;Талон №1;563,0;
2016;2;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;Талон №2;617,0;
2016;2;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;Талон №3-1;326,0;
2016;2;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;Талон №3-2;327,0;
2016;2;Центральный Федеральный округ;Белгородская область;Талон №1;1401,0;
2016;2;Центральный Федеральный округ;Белгородская область;Талон №2;1437,0;
2016;2;Центральный Федеральный округ;Белгородская область;Талон №3-1;1177,0;
2016;2;Центральный Федеральный округ;Белгородская область;Талон №3-2;1154,0;
2016;2;Центральный Федеральный округ;Брянская область;Талон №1;913,0;
2016;2;Центральный Федеральный округ;Брянская область;Талон №2;998,0;
2016;2;Центральный Федеральный округ;Брянская область;Талон №3-1;528,0;
2016;2;Центральный Федеральный округ;Брянская область;Талон №3-2;453,0;
2016;2;Центральный Федеральный округ;Владимирская область;Талон №1;1171,0;
2016;2;Центральный Федеральный округ;Владимирская область;Талон №2;1199,0;
2016;2;Центральный Федеральный округ;Владимирская область;Талон №3-1;805,0;
2016;2;Центральный Федеральный округ;Владимирская область;Талон №3-2;786,0;
2016;2;Центральный Федеральный округ;Воронежская область;Талон №1;1811,0;
